Posn_Id,Skill_Id,Play_Id,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes
8104482,9095472,207555,30,28,74,52,21,52,39,40,48,54,46,52,54,68,54,58,68,63,83,25,80,77,24,45,34,63,80,78,74,15,8,10,7,16
8104483,9095473,207554,65,72,40,74,64,71,69,64,69,74,72,74,76,76,63,75,48,88,64,74,68,38,73,77,63,77,43,43,46,12,7,9,10,7
8104484,9095474,204738,76,60,47,70,64,77,60,61,62,75,91,93,84,67,75,70,69,79,70,68,73,56,64,68,54,63,57,52,46,6,9,14,13,8
8104485,9095475,178625,61,58,65,75,51,65,79,70,74,74,64,35,68,73,60,61,68,83,67,62,76,76,70,74,51,71,75,74,65,10,15,8,14,10
8104486,9095476,219841,57,42,74,73,28,69,44,30,68,73,74,72,73,76,63,61,78,79,74,45,75,76,35,57,37,73,72,76,69,7,11,7,16,9
8104487,9095477,149185,61,45,61,72,60,56,62,61,71,72,67,65,63,72,64,68,55,69,70,66,85,79,53,70,57,82,78,76,75,8,12,7,11,5
8104488,9095478,196801,40,44,75,72,50,59,55,32,55,69,52,67,66,66,64,49,77,74,79,59,78,75,43,54,38,75,73,75,74,10,14,7,11,11
8104489,9095479,149184,77,67,74,74,79,70,71,55,72,77,68,72,74,76,68,75,86,79,77,69,72,67,74,58,57,78,74,75,75,9,5,9,11,9
8104490,9095480,124607,78,68,61,80,62,73,83,85,79,78,55,45,58,70,61,78,68,65,63,78,60,62,63,80,84,75,70,65,58,9,7,8,11,16
8104491,9095481,227508,55,74,75,74,52,70,68,67,73,75,59,63,61,73,67,71,68,71,69,73,69,76,70,76,78,65,72,75,72,13,7,9,16,12
8104492,9095482,214196,73,42,72,72,46,61,65,78,58,72,69,74,59,76,56,72,79,87,74,73,76,69,53,61,52,68,83,72,68,13,13,7,7,14
8104493,9095483,211124,70,72,72,74,70,75,68,72,71,76,80,83,75,70,73,76,80,65,59,71,42,45,72,74,69,72,48,34,28,7,12,16,11,9
8104494,9095484,245683,66,75,72,74,74,72,63,59,58,75,59,77,63,72,60,78,69,83,77,73,67,40,72,69,74,83,23,37,46,7,11,7,11,14
8104495,9095485,230323,9,8,10,20,9,9,8,7,16,21,34,38,31,72,41,23,67,41,81,7,36,22,11,71,19,67,23,10,10,77,76,61,72,73
8104496,9095486,245682,66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32,13,8,10,9,10
8104497,9095487,188337,74,55,50,76,76,75,66,57,71,76,87,87,81,77,85,85,85,81,74,69,85,74,71,71,36,65,77,73,72,10,16,7,15,14
8104498,9095488,230065,60,56,68,77,50,75,42,45,70,77,67,72,68,75,67,73,68,76,76,68,80,73,68,74,49,70,68,73,67,15,8,5,13,10
8104499,9095489,163761,25,35,76,62,33,43,26,25,55,64,56,60,61,72,50,49,76,65,83,34,69,78,42,43,33,72,76,76,73,7,9,10,15,10
8104500,9095490,220337,68,54,73,65,39,63,41,39,69,68,64,74,66,69,62,58,73,76,85,55,79,74,55,56,41,70,69,74,73,15,11,15,9,7
8104501,9095491,212911,72,64,55,70,67,80,74,59,55,77,92,92,86,73,70,68,62,60,59,65,42,21,75,67,68,78,38,19,23,8,11,7,8,6
8104502,9095492,183982,66,72,82,70,72,74,65,61,57,74,69,73,69,69,76,73,79,66,76,69,52,32,75,64,75,71,43,30,16,11,13,6,7,12
8104503,9095493,210862,29,26,77,65,34,41,32,32,53,61,50,50,51,71,49,46,44,52,77,22,76,77,51,33,43,75,81,78,75,16,15,8,12,6
8104504,9095494,207790,68,35,69,74,41,64,82,74,71,68,65,66,67,75,64,83,86,68,77,71,75,74,50,65,47,75,75,76,73,16,10,8,14,10
8104505,9095495,200110,20,15,16,28,13,12,20,15,33,32,45,47,50,74,40,26,67,32,64,14,39,17,13,47,36,60,11,12,14,79,72,63,71,76
8104506,9095496,189357,20,20,17,41,20,16,18,19,32,33,56,43,45,69,40,30,76,44,70,20,45,30,20,55,20,58,20,19,14,75,74,71,76,76
8104507,9095497,168621,69,57,55,76,65,72,61,58,73,74,75,77,74,82,76,68,65,90,71,60,83,78,66,68,55,77,76,72,71,10,10,9,13,6
8104508,9095498,229037,75,79,55,71,69,77,69,58,66,76,73,74,74,76,59,79,72,72,65,71,42,40,79,60,65,63,56,39,40,11,9,6,8,13
8104509,9095499,179884,76,49,56,73,44,72,73,74,68,74,76,73,78,79,76,67,69,82,60,59,69,73,66,60,58,70,70,75,73,15,13,13,6,9
8104510,9095500,162220,15,12,29,33,13,17,19,11,41,21,48,38,52,69,43,21,65,26,72,11,35,11,17,53,28,65,13,14,13,73,78,77,71,76
8104511,9095501,214955,64,55,72,70,60,71,64,50,67,74,78,79,73,72,64,71,79,87,76,65,76,76,72,69,57,70,66,73,76,7,7,15,14,16
8104512,9095502,178090,71,66,42,74,65,80,85,69,72,76,74,73,77,72,80,75,70,63,63,76,54,31,70,72,40,68,42,24,23,15,7,7,12,15
8104513,9095503,229034,63,71,79,78,48,73,63,67,74,74,75,76,72,75,74,75,78,81,64,74,66,69,72,71,66,70,71,65,67,14,8,15,10,8
8104514,9095504,176553,69,65,61,77,67,72,68,60,73,77,66,66,63,75,36,69,64,76,62,60,60,73,74,72,64,76,64,72,65,5,13,14,12,14
8104515,9095505,225193,59,62,75,78,58,76,68,69,74,78,61,62,64,70,60,66,69,68,74,67,73,75,70,76,58,68,58,74,65,9,12,9,13,14
8104516,9095506,204713,75,70,52,73,64,77,72,69,70,77,85,83,84,70,76,80,78,66,73,72,70,45,73,71,70,74,32,40,42,8,15,14,15,14
8104517,9095507,202408,21,55,83,57,38,33,24,25,51,57,47,51,31,72,27,63,74,69,90,26,79,72,52,42,38,60,74,70,74,13,10,8,10,11
8104518,9095508,211879,60,59,56,80,63,77,69,55,70,78,66,63,72,74,59,75,61,86,64,64,62,62,71,76,61,63,55,59,58,14,16,10,15,13
8104519,9095509,202151,77,48,51,73,68,72,76,81,74,75,75,78,73,74,75,89,70,70,71,85,85,64,41,41,46,66,75,78,80,11,7,15,10,14
8104520,9095510,169638,75,55,67,74,53,74,69,68,69,74,74,69,68,74,72,70,76,73,68,62,64,74,71,71,72,70,72,76,75,14,16,13,6,7
8104521,9095511,216742,52,34,73,70,48,55,42,42,72,58,71,69,65,71,52,47,63,71,81,32,63,78,35,54,47,75,78,78,77,9,12,12,14,13
8104522,9095512,205478,55,77,76,66,66,70,56,53,43,72,75,76,70,72,57,69,58,65,84,65,78,23,78,60,67,59,17,25,20,7,7,9,15,13
8104523,9095513,138918,65,61,69,78,60,70,49,59,76,75,67,68,62,75,58,79,72,74,70,75,76,73,70,73,51,76,69,74,70,15,10,14,11,6
8104524,9095514,232869,40,29,72,67,28,47,37,34,70,57,75,86,52,73,69,67,78,82,79,49,74,74,29,31,32,69,78,76,71,9,7,9,12,12
8104525,9095515,214692,70,67,53,74,53,76,73,63,68,76,84,83,81,74,82,70,67,63,48,64,48,49,74,69,67,60,44,32,31,8,10,7,10,11
8104526,9095516,194979,69,48,59,72,49,75,68,69,72,76,86,79,84,73,77,76,75,82,64,73,63,72,67,69,51,74,64,76,74,15,6,16,13,8
8104527,9095517,241827,77,28,70,76,23,65,30,40,45,75,74,74,69,69,67,43,58,77,60,35,62,70,60,49,38,59,72,78,77,13,9,9,7,9
8104528,9095518,209827,70,76,77,74,69,78,66,60,62,78,78,79,78,71,63,75,67,74,79,72,70,30,76,69,66,70,29,35,21,7,12,6,15,14
8104529,9095519,211361,70,66,60,79,65,72,67,70,76,77,74,69,73,70,75,75,55,68,65,75,74,71,67,73,52,68,67,69,68,7,10,11,12,9
8104530,9095520,191648,36,34,74,63,56,60,38,33,52,66,60,61,65,73,57,50,86,70,76,41,66,73,42,50,54,70,73,79,76,12,16,8,6,13
8104531,9095521,225439,65,59,65,77,55,76,66,57,74,75,54,67,73,74,74,66,68,76,77,65,67,74,62,75,52,69,77,75,69,13,14,9,14,16
8104532,9095522,225182,72,68,49,74,40,74,60,69,72,74,78,83,90,70,84,57,73,63,56,70,40,24,69,80,70,77,44,46,50,10,14,6,10,16
8104533,9095523,206493,28,24,72,74,20,58,34,31,70,65,50,35,39,72,48,43,77,70,82,23,73,75,37,42,42,71,74,77,73,9,11,15,16,9
8104534,9095524,190362,45,78,60,70,63,71,53,40,35,74,81,79,82,74,72,73,75,79,67,64,56,27,82,70,64,70,30,26,16,13,8,8,9,7
8104535,9095525,211093,66,70,44,79,49,75,73,65,65,77,82,78,86,72,84,67,53,90,68,72,77,73,70,70,56,78,72,71,69,15,10,8,8,13
8104536,9095526,199829,62,44,59,80,53,64,77,81,77,72,53,54,53,69,62,79,78,75,76,78,77,75,59,75,69,69,65,74,68,8,8,6,16,13
8104537,9095527,173204,76,51,70,72,53,73,71,41,68,73,67,74,70,70,65,76,75,69,74,57,70,76,70,64,51,76,78,78,78,6,11,11,14,5
8104538,9095528,139668,13,17,12,36,12,11,14,12,35,20,55,50,60,79,51,20,82,34,62,13,36,22,12,45,22,64,9,12,14,74,74,65,74,75
8104539,9095529,203668,54,76,75,65,69,75,67,60,55,72,82,86,77,66,66,75,60,78,64,71,40,29,76,55,75,71,28,36,37,14,11,8,9,15
8104540,9095530,152211,12,14,14,34,13,13,14,19,26,14,52,51,48,73,36,23,71,36,72,17,32,22,10,32,16,53,12,14,13,73,71,71,76,75
8104541,9095531,192146,74,65,69,74,63,73,72,65,68,75,82,80,70,71,68,61,63,72,65,59,65,76,72,73,70,65,72,75,72,9,6,16,13,9
8104542,9095532,234642,10,5,10,20,9,13,13,14,22,11,36,33,48,74,27,18,39,17,67,9,22,13,6,37,13,56,10,11,13,74,72,68,75,78
8104543,9095533,193425,54,68,81,74,62,69,52,40,68,73,67,69,66,76,62,78,84,92,79,76,77,79,72,69,58,71,73,76,73,6,9,16,6,10
8104544,9095534,219793,21,13,15,25,14,23,19,15,28,22,57,54,55,66,33,22,57,25,67,16,27,14,9,40,22,37,13,18,20,76,72,72,75,78
8104545,9095535,46736,51,16,75,59,27,49,52,33,56,64,48,34,48,64,65,56,73,34,68,39,74,84,31,31,49,73,80,77,76,9,10,10,11,15
8104546,9095536,211856,60,45,70,65,35,59,31,27,60,63,69,78,54,73,51,70,55,67,78,38,69,74,45,38,48,60,77,78,76,14,13,10,12,7
8104547,9095537,205966,56,58,44,77,62,88,78,59,57,84,84,75,84,77,92,55,37,79,50,56,55,42,74,76,58,69,30,43,25,15,11,9,15,15
8104548,9095538,229517,66,65,46,76,52,80,63,51,72,81,80,72,89,73,85,55,50,64,46,67,46,33,72,74,60,76,47,52,54,10,7,12,14,15
8104549,9095539,188556,62,64,71,77,70,76,69,29,69,74,67,68,67,75,69,85,69,79,79,73,82,79,69,67,63,73,68,82,73,16,13,13,9,7
8104550,9095540,210828,48,54,79,70,27,53,29,36,73,65,53,65,51,74,33,46,74,69,76,26,76,75,47,61,35,75,71,76,74,9,12,14,7,8
8104551,9095541,164491,76,40,68,77,65,74,79,73,72,74,67,77,72,72,66,74,71,74,76,66,72,74,67,72,64,74,76,71,75,7,10,16,16,6
8104552,9095542,228747,68,72,58,70,73,83,82,68,68,79,84,83,79,67,71,78,65,68,66,79,68,23,63,67,45,66,34,22,23,15,16,8,10,16
8104553,9095543,209547,38,22,78,59,28,51,29,33,57,62,48,47,46,72,43,61,63,67,81,38,80,72,31,43,35,70,78,78,75,9,8,8,15,16
8104554,9095544,188042,70,75,61,74,72,78,72,70,68,79,70,68,76,78,70,76,63,50,68,74,33,18,80,76,67,80,27,28,23,9,16,11,13,8
8104555,9095545,224394,75,68,69,71,65,83,77,58,66,79,78,75,86,76,77,80,74,63,65,83,71,44,69,73,70,84,37,48,52,9,15,7,13,9
8104556,9095546,176009,74,57,52,79,67,73,75,76,76,78,63,63,75,73,78,74,61,69,63,72,71,73,64,75,76,76,74,72,68,10,14,15,14,7
8104557,9095547,165769,11,11,12,25,14,12,12,13,22,22,34,40,45,72,45,24,70,30,64,11,40,22,13,60,24,59,18,17,14,77,74,68,73,76
8104558,9095548,192904,54,23,79,69,13,55,40,39,66,67,49,60,54,66,58,43,79,73,82,17,80,75,30,56,51,70,74,73,72,9,13,8,13,6
8104559,9095549,179591,77,73,58,72,64,76,81,77,69,79,72,70,79,68,84,74,67,77,53,72,54,58,71,82,70,78,40,38,54,13,16,9,9,7
8104560,9095550,236679,74,73,42,80,35,77,41,35,78,80,73,69,86,63,91,58,55,67,59,62,57,55,71,69,37,62,58,60,55,9,7,13,15,8
8104561,9095551,198023,70,36,71,74,25,65,61,42,63,72,73,76,69,69,72,64,84,88,70,55,80,74,62,59,48,67,71,74,76,7,11,16,9,15
8104562,9095552,190854,73,29,44,74,35,73,67,39,64,76,72,73,73,76,76,56,63,68,65,30,65,75,54,49,49,73,79,78,81,12,12,15,9,10
8104563,9095553,216452,29,77,68,65,78,79,67,41,47,76,62,65,70,74,74,77,66,75,78,73,83,37,75,65,80,81,15,30,23,9,8,14,12,7
8104564,9095554,132740,18,13,13,52,11,12,16,12,55,45,41,42,48,73,64,12,71,44,68,13,31,27,12,70,20,58,28,14,15,75,70,75,74,75
8104565,9095555,178051,59,51,68,76,32,65,52,41,74,71,51,63,58,67,52,66,67,85,80,54,80,71,65,69,48,70,71,76,72,7,11,9,12,9
8104566,9095556,217731,65,77,62,68,74,75,81,77,49,81,74,69,82,73,79,81,70,57,66,75,62,33,77,56,69,65,25,25,24,12,16,10,6,8
8104567,9095557,230274,66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32,13,8,10,9,10
8104568,9095558,205186,21,12,14,32,8,20,33,21,49,20,63,65,64,59,49,49,66,45,67,19,32,16,13,52,41,55,23,20,11,76,73,84,74,77
8104569,9095559,170369,71,72,61,77,75,78,73,77,66,78,85,84,88,72,91,76,58,62,44,73,53,28,71,71,70,72,34,28,23,6,9,11,7,5
8104570,9095560,219777,48,55,70,67,72,54,36,33,67,67,70,68,68,71,61,75,78,70,76,56,80,74,34,54,48,65,72,76,76,15,11,6,14,12
8104571,9095561,210047,65,60,79,73,53,64,65,66,74,69,60,50,64,75,61,76,88,69,77,65,72,76,66,68,78,70,73,74,73,8,9,11,10,15
8104572,9095562,200831,71,74,46,72,68,77,77,72,69,78,74,73,69,67,69,75,66,75,71,76,61,34,70,78,77,67,45,33,32,15,10,14,13,13
8104573,9095563,194174,77,68,34,75,69,75,73,69,73,76,75,71,75,75,73,67,64,55,67,68,54,59,73,78,66,68,47,53,43,15,12,8,9,7
8104574,9095564,184190,42,22,75,69,18,31,39,34,68,67,51,53,52,71,50,64,67,55,82,28,72,75,28,37,55,73,77,76,74,13,7,11,14,10
8104575,9095565,221310,78,63,57,76,42,82,72,71,66,77,79,81,86,65,74,58,75,66,57,66,58,44,65,74,58,69,58,61,40,16,6,14,9,10
8104576,9095566,177533,33,28,76,68,28,50,34,36,65,56,53,60,51,59,43,72,81,64,83,60,82,73,30,38,44,55,77,74,69,9,7,9,15,8
8104577,9095567,164477,65,45,73,77,60,68,67,59,70,71,55,55,53,68,47,71,75,72,80,60,77,73,44,55,45,79,77,74,76,14,9,16,14,14
8104578,9095568,215165,76,64,55,75,46,79,66,61,63,75,82,75,80,69,74,72,40,75,65,48,64,24,73,73,63,68,44,43,45,16,15,15,10,7
8104579,9095569,205686,69,65,36,75,54,74,76,78,71,78,78,73,83,81,86,72,36,78,56,69,81,61,73,80,70,73,63,67,61,12,11,15,10,10
8104580,9095570,198006,75,75,65,77,74,71,74,73,75,74,63,68,67,75,72,82,53,92,70,77,69,50,75,73,56,77,67,56,53,14,15,16,6,6
8104581,9095571,177525,74,62,47,74,62,77,75,62,65,78,78,80,76,73,65,70,77,72,77,68,70,55,75,68,52,74,58,51,50,6,8,8,15,13
8104582,9095572,230005,66,64,57,80,42,76,58,61,74,77,69,66,74,69,72,70,56,74,68,58,83,63,70,76,49,75,64,69,66,11,12,9,14,10
8104583,9095573,209781,76,68,55,75,79,76,75,77,73,76,74,75,78,75,67,74,69,78,67,78,71,74,77,73,63,64,69,68,67,9,12,16,9,16
8104584,9095574,234612,68,64,39,71,54,80,68,53,65,80,90,89,91,74,76,75,34,64,53,62,65,25,69,67,65,70,28,36,36,9,8,13,8,14
8104585,9095575,236403,45,35,75,68,28,57,23,30,63,65,69,68,54,71,51,64,72,67,79,49,70,73,56,61,33,68,75,77,73,13,8,7,8,8
8104586,9095576,224883,60,74,84,67,69,64,52,41,59,70,66,70,60,71,54,78,83,66,83,65,78,42,76,61,65,67,35,35,40,14,15,6,12,15
8104587,9095577,240754,74,54,63,75,57,80,66,40,73,78,85,82,81,71,79,65,70,79,69,61,76,69,75,70,50,75,68,73,72,11,12,8,9,7
8104588,9095578,235634,71,43,60,71,58,78,73,32,64,76,85,79,77,74,75,57,69,90,66,46,70,72,70,67,41,77,67,75,69,8,5,5,11,8
8104589,9095579,236401,68,61,62,74,53,79,67,33,66,76,77,80,83,76,55,62,69,86,60,55,73,75,71,70,37,77,68,72,69,12,7,13,12,12
8104590,9095580,190576,46,41,77,65,21,32,55,64,60,65,43,53,72,75,39,28,76,81,80,25,81,75,45,60,57,71,72,74,72,9,13,9,6,6
8104591,9095581,185199,40,78,79,53,71,71,68,64,40,71,70,72,69,70,49,78,79,72,84,68,66,20,73,63,68,68,35,21,14,11,15,11,8,9
8104592,9095582,178031,59,40,81,71,29,62,56,36,66,61,55,63,61,71,65,59,74,75,81,50,80,74,48,59,50,69,74,73,71,11,15,10,12,11
8104593,9095583,230767,60,65,64,76,68,77,59,68,70,77,79,77,76,72,90,85,79,86,76,77,90,69,70,67,68,68,73,70,64,5,12,6,13,14
8104594,9095584,214639,42,44,70,66,36,52,30,26,67,65,59,63,62,68,54,56,79,67,83,34,75,74,30,48,45,72,79,75,73,13,13,7,7,10
8104595,9095585,142959,12,11,13,38,12,15,11,12,36,17,42,43,48,75,47,25,62,41,61,12,37,22,12,40,24,56,13,15,11,76,72,76,74,75
8104596,9095586,197231,50,75,74,64,76,72,64,60,46,76,68,75,71,70,59,79,76,65,78,62,58,20,77,48,77,70,43,26,24,12,6,10,8,14
8104597,9095587,226414,75,71,59,76,68,78,60,36,64,76,86,86,82,69,71,69,60,60,63,68,49,50,73,67,59,69,29,44,32,12,6,15,7,7
8104598,9095588,202350,64,78,68,66,77,76,75,72,61,78,66,68,80,75,70,79,81,80,74,69,73,51,75,69,71,74,25,27,30,9,14,13,10,10
8104599,9095589,176237,46,75,75,67,70,70,66,72,50,69,67,73,63,69,51,81,75,68,90,66,80,32,74,69,75,69,15,34,27,16,9,14,12,12
8104600,9095590,239212,63,75,59,70,68,78,74,82,63,75,88,80,81,80,87,71,67,73,69,73,71,37,74,70,70,83,24,13,19,5,12,13,9,10
8104601,9095591,230252,50,61,71,70,41,75,75,55,75,73,71,72,78,77,77,51,52,74,66,56,72,76,55,77,61,67,78,77,76,7,7,12,8,16
8104602,9095592,203884,46,26,70,70,26,64,28,32,68,68,71,69,62,70,66,48,76,68,76,28,73,74,35,42,41,74,74,78,78,15,7,7,8,9
8104603,9095593,235883,72,75,55,74,55,74,54,31,63,76,85,87,79,75,85,67,66,78,55,57,60,67,77,72,61,80,66,68,62,6,11,7,8,7
8104604,9095594,230507,66,75,72,74,74,72,63,59,58,75,59,77,63,72,60,78,69,83,77,73,67,40,72,69,74,83,23,37,46,7,11,7,11,14
8104605,9095595,216939,12,13,24,32,11,11,24,12,33,28,43,49,48,71,42,14,70,41,68,11,27,15,12,11,19,55,14,14,13,78,69,67,69,83
8104606,9095596,194665,39,45,72,71,43,50,41,33,64,58,38,77,34,78,38,70,60,78,84,62,89,82,46,56,37,62,72,79,79,17,16,15,18,17
8104607,9095597,213353,65,63,47,78,55,75,61,72,77,77,80,71,91,73,91,77,54,85,57,77,63,48,63,75,76,82,45,54,52,9,15,10,9,9
8104608,9095598,190824,73,42,60,73,55,75,72,60,68,74,83,82,82,74,81,72,60,85,68,66,72,69,75,69,42,68,69,72,72,8,11,12,6,6
8104609,9095599,49000,11,20,13,36,15,20,20,14,39,29,33,41,65,70,51,23,73,30,71,14,45,20,13,60,23,68,15,13,15,74,72,66,74,79
8104610,9095600,198504,70,75,71,73,74,74,76,51,63,72,75,77,69,72,73,77,72,65,72,72,72,35,75,57,74,72,28,37,40,7,9,13,8,13
8104611,9095601,165735,19,17,11,28,11,18,13,12,18,22,52,55,25,75,30,24,70,40,72,11,32,23,17,30,35,56,17,13,13,75,69,69,80,75
8104612,9095602,159591,61,55,55,74,59,59,49,56,71,71,49,49,64,75,60,75,68,62,74,74,88,81,69,72,62,84,75,74,66,8,12,12,10,15
8104613,9095603,192358,18,16,20,32,13,19,18,19,52,33,41,35,31,74,44,39,63,30,69,19,26,13,10,39,25,57,11,13,14,76,73,67,74,77
8104614,9095604,183141,23,14,15,34,12,20,24,15,36,20,45,43,48,71,40,20,66,43,66,15,28,20,13,46,25,54,15,18,16,77,73,69,78,73
8104615,9095605,177765,63,79,70,72,74,73,75,59,58,76,76,49,78,77,72,79,70,69,72,75,51,30,77,65,80,74,57,19,19,8,10,12,13,12
8104616,9095606,232805,65,30,64,70,53,65,47,32,58,70,74,77,71,69,70,72,78,76,69,68,74,71,58,55,43,67,75,79,82,15,12,13,14,12
8104617,9095607,224869,76,30,76,72,23,56,45,35,53,71,66,68,63,70,70,44,75,77,70,38,71,78,52,50,33,64,69,77,75,14,12,11,13,7
8104618,9095608,192612,67,53,68,80,62,76,69,71,76,79,62,69,71,69,75,73,72,85,79,71,75,73,60,68,65,69,71,72,68,9,13,6,7,12
8104619,9095609,170084,11,12,14,29,10,8,12,11,41,23,40,41,48,67,51,34,41,29,68,10,21,22,14,58,17,55,13,18,13,76,76,81,77,71
8104620,9095610,206436,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38,6,9,14,13,9
8104621,9095611,189795,35,74,74,64,72,67,66,41,52,69,73,78,69,76,61,81,64,69,83,61,83,47,75,73,73,76,37,33,28,14,9,6,15,12
8104622,9095612,223329,76,58,64,76,59,74,67,42,69,76,75,82,79,76,68,68,53,87,54,49,73,73,73,63,48,72,76,74,74,9,13,13,9,10
8104623,9095613,201303,68,62,58,77,62,76,56,51,71,76,84,84,88,74,89,66,86,88,64,60,67,59,72,72,54,73,56,51,50,10,9,16,12,10
8104624,9095614,200278,71,49,78,68,40,67,64,46,65,67,34,68,54,70,50,64,72,78,78,49,88,70,62,55,67,70,73,73,73,16,12,16,6,9
8104625,9095615,186197,76,70,67,72,62,79,77,78,66,80,83,75,86,70,85,77,81,66,65,65,42,46,69,73,51,74,30,41,25,7,12,7,14,13
8104626,9095616,230229,62,43,72,64,43,44,47,55,61,56,56,61,54,67,63,61,82,61,76,54,82,72,36,44,66,69,77,75,76,12,11,10,11,7
8104627,9095617,195668,12,11,12,15,13,15,11,20,26,25,46,50,43,66,39,36,64,25,69,11,23,22,13,41,15,54,11,11,14,79,72,76,70,80
8104628,9095618,219732,74,65,49,73,74,79,74,58,62,74,89,88,86,74,89,67,56,64,60,71,48,21,72,67,61,70,32,37,42,10,13,8,6,13
8104629,9095619,207444,68,68,65,70,51,77,66,59,62,75,94,95,89,71,66,65,72,77,69,55,68,48,68,60,61,69,42,35,37,8,15,16,11,10
8104630,9095620,230227,53,48,77,71,44,61,69,67,57,59,55,64,46,67,48,51,68,54,84,58,88,66,34,51,46,65,72,77,72,11,7,8,10,16
8104631,9095621,190034,74,26,74,72,30,55,59,34,67,65,78,77,70,69,54,47,79,79,80,43,75,75,62,62,49,66,72,77,75,14,6,10,16,7
8104632,9095622,172113,43,39,65,76,45,61,59,44,70,70,55,54,66,68,60,66,80,74,72,52,83,78,63,67,51,70,69,77,74,7,8,14,11,11
8104633,9095623,163665,65,25,72,69,26,65,32,23,68,70,49,62,58,64,61,41,73,65,80,26,74,73,51,53,24,66,78,77,76,11,10,9,11,7
8104634,9095624,207441,65,73,67,70,76,76,75,70,59,82,79,76,76,74,79,71,72,66,57,73,63,35,78,73,69,70,47,40,32,14,14,8,8,12
8104635,9095625,240976,76,64,68,74,48,73,50,61,70,72,87,83,77,71,78,71,76,79,68,68,77,66,71,71,53,72,75,70,72,8,8,11,10,9
8104636,9095626,170320,80,64,83,76,61,74,68,62,71,76,75,75,68,78,58,74,78,77,78,74,71,74,71,62,52,72,74,77,75,15,11,10,14,14
8104637,9095627,178255,60,60,75,75,42,73,44,39,69,75,52,63,60,68,39,81,81,90,82,67,74,75,64,76,50,73,71,76,68,12,12,11,7,16
8104638,9095628,225359,66,70,54,76,65,76,83,79,73,80,58,59,67,76,70,79,46,54,64,76,65,47,70,79,75,67,48,45,52,13,14,14,12,13
8104639,9095629,158543,62,72,74,68,72,72,66,56,64,76,69,68,77,75,60,73,80,71,78,69,78,42,80,69,73,80,35,35,46,14,15,9,7,10
8104640,9095630,241486,26,29,77,69,32,57,27,26,59,66,72,70,64,74,75,41,81,68,69,23,66,76,28,33,43,75,76,79,77,11,10,8,14,13
8104641,9095631,206414,37,38,77,67,24,42,28,29,64,53,64,70,42,72,59,65,64,77,83,42,73,73,55,36,37,77,75,76,74,14,7,14,15,16
8104642,9095632,115533,14,12,15,32,12,16,15,13,31,22,42,44,44,72,47,22,71,43,76,14,38,22,7,37,23,65,10,13,14,71,79,61,77,72
8104643,9095633,220493,78,21,65,66,33,75,70,21,58,75,78,84,79,75,78,53,67,78,70,42,62,70,58,58,22,68,69,74,72,11,7,9,13,15
8104644,9095634,202061,67,60,71,77,69,71,68,69,75,75,67,65,65,74,62,80,67,75,84,76,77,75,74,72,65,75,65,75,72,14,13,10,11,6
8104645,9095635,201549,55,80,72,61,68,67,71,67,42,72,70,71,68,73,72,75,73,74,80,66,57,29,78,65,73,74,39,15,19,13,6,13,11,10
8104646,9095636,114764,11,12,13,29,16,11,12,13,20,15,32,33,28,73,52,20,47,33,83,14,38,23,16,53,13,56,15,11,12,69,77,74,85,67
8104647,9095637,202828,71,59,65,77,68,75,74,80,76,78,65,69,76,72,77,84,68,75,69,81,68,72,63,75,68,70,70,73,71,5,13,14,8,13
8104648,9095638,185163,35,29,74,58,34,50,42,36,58,54,59,55,58,70,50,65,76,59,80,60,76,76,32,28,45,74,80,77,75,5,5,5,5,5
8104649,9095639,230475,63,73,56,76,68,75,61,66,58,73,79,82,81,66,78,61,69,55,59,73,43,38,76,77,76,67,16,32,44,12,16,12,11,13
8104650,9095640,231242,68,68,51,72,68,82,70,62,65,77,89,85,88,64,80,70,58,68,48,71,64,47,68,74,60,65,28,54,47,8,6,8,7,12
8104651,9095641,239433,55,70,67,78,41,71,59,72,76,73,62,65,65,76,63,66,70,69,73,69,68,75,64,73,50,74,75,75,70,14,10,15,15,13
8104652,9095642,190536,65,66,51,75,71,71,75,71,74,80,65,65,76,72,83,78,70,78,68,74,75,60,74,76,78,72,57,62,55,14,7,8,11,7
8104653,9095643,234568,71,64,61,75,64,75,68,70,72,76,81,78,79,76,71,80,71,80,73,77,78,68,71,73,61,74,71,74,73,9,15,7,9,5
8104654,9095644,226376,65,66,39,77,51,78,70,66,73,74,85,82,89,64,82,69,56,77,56,68,51,40,70,76,61,71,61,44,40,12,14,7,7,11
8104655,9095645,223816,62,75,65,67,70,73,58,62,55,72,87,83,75,70,76,78,72,85,75,69,68,35,75,57,76,69,23,40,45,12,14,10,7,10
