Club_no,Play_Id,Club_Team
1825204,207657,Defensa y Justicia
1825205,204841,Dalian YiFang FC
1825206,201257,MKE Ankaragücü
1825207,244264,Dinamo Zagreb
1825208,201000,Sparta Praha
1825209,236071,Botafogo
1825210,232487,Sint-Truidense VV
1825211,157479,Levante UD
1825212,212519,AJ Auxerre
1825213,208679,FC St. Pauli
1825214,187942,Middlesbrough
1825215,184614,FC Utrecht
1825216,178470,Hellas Verona
1825217,235814,Romania
1825218,232230,New York City FC
1825219,219174,Atlético Tucumán
1825220,230181,Cruzeiro
1825221,226085,Rio Ave FC
1825222,235812,KAA Gent
1825223,228644,FC Utrecht
1825224,54051,Swansea City
1825225,163619,Celtic
1825226,218659,Southampton
1825227,212771,Al Hazem
1825228,235554,OGC Nice
1825229,233250,Kashima Antlers
1825230,205858,Orlando Pirates
1825231,235041,RC Strasbourg Alsace
1825232,159265,Benevento
1825233,214817,Chile
1825234,204320,KSV Cercle Brugge
1825235,196896,CD Feirense
1825236,232223,Olympiacos CFP
1825237,34079,Derby County
1825238,209695,Albacete BP
1825239,240409,Panathinaikos FC
1825240,230681,Genoa
1825241,213017,Preston North End
1825242,235544,FC Groningen
1825243,168984,Al Batin
1825244,201240,Preston North End
1825245,199960,Bristol City
1825246,236823,IFK Norrköping
1825247,208919,Hibernian
1825248,139799,Gimnasia y Esgrima La Plata
1825249,209430,Nîmes Olympique
1825250,235029,PFC CSKA Moscow
1825251,223765,1. FC Nürnberg
1825252,177684,Real Zaragoza
1825253,189459,Córdoba CF
1825254,184338,Palermo
1825255,208914,Al Nassr
1825256,184337,FC Seoul
1825257,205585,Colorado Rapids
1825258,52752,FC St. Gallen
1825259,178448,Livorno
1825260,230672,Bologna
1825261,163600,Wolverhampton Wanderers
1825262,215568,CD Tenerife
1825263,16,KAS Eupen
1825264,36111,Real Salt Lake
1825265,143119,Estudiantes de La Plata
1825266,203279,Shakhtar Donetsk
1825267,181006,Akhisar Belediyespor
1825268,215309,Estudiantes de La Plata
1825269,200461,Lech Poznań
1825270,189451,Club Tijuana
1825271,222475,SC Heerenveen
1825272,211723,SV Sandhausen
1825273,241162,KRC Genk
1825274,223498,Club Atlético Banfield
1825275,222986,FC Tokyo
1825276,220938,Clube Sport Marítimo
1825277,149258,Crotone
1825278,49161,Sporting Lokeren
1825279,177673,Colorado Rapids
1825280,225289,Defensa y Justicia
1825281,200713,Medipol Başakşehir FK
1825282,229896,SD Eibar
1825283,224003,CA Osasuna
1825284,216067,Parma
1825285,213763,Minnesota United FC
1825286,206083,Cardiff City
1825287,188674,Beşiktaş JK
1825288,160770,Iceland
1825289,198146,Jagiellonia Białystok
1825290,179712,DC United
1825291,230400,América FC (Minas Gerais)
1825292,222464,Deportivo Alavés
1825293,210688,Rosenborg BK
1825294,207872,Sint-Truidense VV
1825295,218623,Legia Warszawa
1825296,193278,Toronto FC
1825297,233982,Atlético Paranaense
1825298,215294,Tiburones Rojos de Veracruz
1825299,188157,ADO Den Haag
1825300,172285,Rayo Vallecano
1825301,167933,Toulouse Football Club
1825302,189436,Frosinone
1825303,217852,Minnesota United FC
1825304,215292,Cruz Azul
1825305,208892,Nottingham Forest
1825306,178171,Cádiz CF
1825307,237819,Vélez Sarsfield
1825308,167931,Newcastle United
1825309,202491,Aston Villa
1825310,235002,CD Nacional
1825311,221434,Guadalajara
1825312,217082,Venezuela
1825313,213498,Hammarby IF
1825314,205818,Stoke City
1825315,199674,Sint-Truidense VV
1825316,232441,Gamba Osaka
1825317,220921,KAA Gent
1825318,183800,FC Sochaux-Montbéliard
1825319,237560,Standard de Liège
1825320,235512,Rio Ave FC
1825321,204280,CD Lugo
1825322,184823,Alanyaspor
1825323,232183,Standard de Liège
1825324,152567,Norwich City
1825325,186614,Hellas Verona
1825326,178417,Blackburn Rovers
1825327,177137,Os Belenenses
1825328,205553,Cagliari
1825329,189680,FC Nantes
1825330,163824,Stoke City
1825331,196848,Monarcas Morelia
1825332,231919,SPAL
1825333,216814,Empoli
1825334,226285,Guadalajara
1825335,185068,Sporting Kansas City
1825336,169708,Sheffield Wednesday
1825337,206316,Sparta Praha
1825338,186347,Lokomotiv Moscow
1825339,182763,Guizhou Hengfeng FC
1825340,176619,Granada CF
1825341,226539,PEC Zwolle
1825342,227562,Lechia Gdańsk
1825343,156650,Göztepe SK
1825344,219626,Club Atlético Lanús
1825345,202986,Ulsan Hyundai FC
1825346,211176,ADO Den Haag
1825347,240359,Club Atlético Huracán
1825348,219879,Club Atlético Aldosivi
1825349,208615,Toulouse Football Club
1825350,201447,LA Galaxy
1825351,193254,1. FC Union Berlin
1825352,177126,Royal Excel Mouscron
1825353,229862,Deportivo de La Coruña
1825354,226278,CD Tondela
1825355,142822,Defensa y Justicia
1825356,175589,Guangzhou Evergrande Taobao FC
1825357,239845,AEK Athens
1825358,216549,KAA Gent
1825359,32740,Hammarby IF
1825360,216036,Defensa y Justicia
1825361,189923,Sparta Praha
1825362,224739,SK Slavia Praha
1825363,221923,Deportivo Alavés
1825364,208099,Jagiellonia Białystok
1825365,199651,KV Oostende
1825366,228321,FC Girondins de Bordeaux
1825367,190432,CA Osasuna
1825368,183520,CA Osasuna
1825369,220128,Racing Club
1825370,188124,Vegalta Sendai
1825371,189403,Bristol City
1825372,238555,Real Salt Lake
1825373,216283,VfL Bochum 1848
1825374,210394,En Avant de Guingamp
1825375,204250,Frosinone
1825376,199386,Vitesse
1825377,178393,MKE Ankaragücü
1825378,234457,Stoke City
1825379,213209,Colorado Rapids
1825380,199897,SC Freiburg
1825381,231640,Málaga CF
1825382,233943,Sampdoria
1825383,200918,SK Rapid Wien
1825384,217813,Club Tijuana
1825385,235987,Estudiantes de La Plata
1825386,226515,FC Nantes
1825387,214483,Independiente Santa Fe
1825388,212947,FC Lorient
1825389,184274,Sheffield United
1825390,183249,Argentinos Juniors
1825391,238033,Sparta Praha
1825392,237520,Olympiacos CFP
1825393,236496,Arsenal
1825394,229584,SC Freiburg
1825395,241103,Standard de Liège
1825396,232655,Royal Antwerp FC
1825397,229071,1. FSV Mainz 05
1825398,224975,Club Atlético Lanús
1825399,229582,Atalanta
1825400,210126,Cerezo Osaka
1825401,234701,Shakhtar Donetsk
1825402,220621,Brentford
1825403,204493,Grasshopper Club Zürich
1825404,148684,Al Hilal
1825405,187339,Incheon United FC
1825406,224459,San Lorenzo de Almagro
1825407,216523,AEK Athens
1825408,143306,Beşiktaş JK
1825409,230857,RC Strasbourg Alsace
1825410,221641,ADO Den Haag
1825411,213705,CD Nacional
1825412,190664,FC Augsburg
1825413,188616,Sampdoria
1825414,210879,Houston Dynamo
1825415,189118,SPAL
1825416,220862,Middlesbrough
1825417,214718,U.N.A.M.
1825418,140222,Paraguay
1825419,238013,Genoa
1825420,230333,Paraná
1825421,163261,Burnley
1825422,214717,Chile
1825423,201149,Real Sporting de Gijón
1825424,193468,BSC Young Boys
1825425,241852,Paris Saint-Germain
1825426,202940,Fulham
1825427,198076,Olympique de Marseille
1825428,236987,Olympique de Marseille
1825429,234171,SC Freiburg
1825430,231355,Spartak Moscow
1825431,226747,Independiente Santa Fe
1825432,234426,Galatasaray SK
1825433,224442,RC Strasbourg Alsace
1825434,182713,FC Ingolstadt 04
1825435,223929,Toulouse Football Club
1825436,224440,Hamburger SV
1825437,143799,MKE Ankaragücü
1825438,225206,Hamburger SV
1825439,223926,Standard de Liège
1825440,210358,Palermo
1825441,206518,Preston North End
1825442,202678,Australia
1825443,240309,RSC Anderlecht
1825444,171189,UD Las Palmas
1825445,214965,Rosario Central
1825446,183220,FC Augsburg
1825447,246708,Olympiacos CFP
1825448,229556,Bursaspor
1825449,220084,Palermo
1825450,168883,Al Ahli
1825451,198067,Toulouse Football Club
1825452,142258,SV Zulte-Waregem
1825453,212401,Toulouse Football Club
1825454,102064,Spezia
1825455,209840,Brentford
1825456,202416,Sporting de Charleroi
1825457,215215,Newell's Old Boys
1825458,237223,Atlanta United
1825459,197031,Fortuna Düsseldorf
1825460,188070,Newcastle Jets
1825461,239782,FC Dallas
1825462,190629,Querétaro
1825463,225701,Peru
1825464,202149,Panathinaikos FC
1825465,221860,FC Dallas
1825466,140196,Gamba Osaka
1825467,182435,Australia
1825468,142499,CD Tenerife
1825469,240034,Sparta Praha
1825470,229026,Bursaspor
1825471,215970,SK Rapid Wien
1825472,201122,Bristol City
1825473,190113,Medipol Başakşehir FK
1825474,183969,Real Oviedo
1825475,245665,Côte d'Ivoire
1825476,234913,Switzerland
1825477,229537,Godoy Cruz
1825478,205985,Bayer 04 Leverkusen
1825479,204193,Norwich City
1825480,225696,SC Braga
1825481,186783,Aston Villa
1825482,233119,Kashiwa Reysol
1825483,215455,Dinamo Zagreb
1825484,202399,Independiente Medellín
1825485,193182,Rangers FC
1825486,189342,Juventus
1825487,230302,Vitória
1825488,206238,Gimnàstic de Tarragona
1825489,205726,Pescara
1825490,244381,Dynamo Kyiv
1825491,214685,CD Universidad de Concepción
1825492,181404,Portland Timbers
1825493,234396,FC Bayern München
1825494,205212,SD Huesca
1825495,235163,US Cremonese
1825496,227227,Club Necaxa
1825497,209819,Viktoria Plzeň
1825498,188058,Kayserispor
1825499,230298,Sport Club do Recife
1825500,220570,Southampton
1825501,235673,SK Sturm Graz
1825502,191123,SK Rapid Wien
1825503,238227,Club Brugge KV
1825504,236947,Hertha BSC
1825505,231571,Atlético Nacional
1825506,230291,América FC (Minas Gerais)
1825507,201363,Hellas Verona
1825508,193169,Deportivo de La Coruña
1825509,230289,Bahia
1825510,210321,Houston Dynamo
1825511,197777,Sampdoria
1825512,221584,Aalborg BK
1825513,220048,Kasimpaşa SK
1825514,199568,Ajax
1825515,186511,UD Almería
1825516,240271,PAOK
1825517,214671,San Martin de Tucumán
1825518,208015,Bursaspor
1825519,193420,1. FC Union Berlin
1825520,200588,Jeonbuk Hyundai Motors
1825521,178571,Boavista FC
1825522,219787,Club León
1825523,146059,UD Las Palmas
1825524,230794,Elche CF
1825525,230281,Cruzeiro
1825526,210313,SK Rapid Wien
1825527,221832,RC Celta
1825528,173703,Al Qadisiyah
1825529,229255,Clube Sport Marítimo
1825530,230278,Fluminense
1825531,222598,Rio Ave FC
1825532,201093,Wigan Athletic
1825533,176772,FC Metz
1825534,224900,Paraguay
1825535,246403,Ecuador
1825536,223875,Stade Malherbe Caen
1825537,204163,Aalborg BK
1825538,230530,Fluminense
1825539,207746,Le Havre AC
1825540,194945,Hungary
1825541,192129,Swansea City
1825542,177537,Club Atlético Banfield
1825543,169345,Fortuna Düsseldorf
1825544,208769,Rotherham United
1825545,199809,VVV-Venlo
1825546,186748,CD Aves
1825547,169596,Stoke City
1825548,221820,Beijing Sinobo Guoan FC
1825549,189819,Al Faisaly
1825550,234875,SC Freiburg
1825551,208251,US Cremonese
1825552,202107,Fortuna Düsseldorf
1825553,192634,CD Numancia
1825554,178042,Benevento
1825555,230521,Chapecoense
1825556,214393,Deportes Tolima
1825557,208505,Albacete BP
1825558,243576,Girona FC
1825559,177528,Sassuolo
1825560,215160,Godoy Cruz
1825561,199288,VfL Bochum 1848
1825562,193910,Leeds United
1825563,183414,US Salernitana 1919
1825564,234870,Alanyaspor
1825565,234102,Genoa
1825566,219510,New York City FC
1825567,197238,Real Oviedo
1825568,228981,Sint-Truidense VV
1825569,215157,Belgrano de Córdoba
1825570,189300,Panathinaikos FC
1825571,185204,Antalyaspor
1825572,239732,Górnik Zabrze
1825573,234100,Club Atlético Colón
1825574,230516,Grêmio
1825575,240243,RB Leipzig
1825576,226419,Junior FC
1825577,215155,Club Atlético Colón
1825578,213619,Universidad Católica
1825579,192114,CD Feirense
1825580,246386,Uruguay
1825581,165490,Cosenza
1825582,217714,DC United
1825583,213106,Grasshopper Club Zürich
1825584,200818,Al Nassr
1825585,168561,Once Caldas
1825586,230257,América FC (Minas Gerais)
1825587,214129,Pachuca
1825588,205425,Newell's Old Boys
1825589,223593,Santos Laguna
1825590,222825,VfB Stuttgart
1825591,207465,Vancouver Whitecaps FC
1825592,189288,Sporting de Charleroi
1825593,224104,Unión de Santa Fe
1825594,219496,Crotone
1825595,215144,Panathinaikos FC
1825596,203624,RSC Anderlecht
1825597,184422,San Martín de San Juan
1825598,52326,Leicester City
1825599,239718,Ajax
1825600,232294,Sporting de Charleroi
1825601,192613,Nottingham Forest
1825602,181349,FC Lugano
1825603,158309,Guangzhou Evergrande Taobao FC
1825604,218981,Atlético Nacional
1825605,214373,Club Atlético Huracán
1825606,210533,Nagoya Grampus
1825607,199781,Minnesota United FC
1825608,187492,Spartak Moscow
1825609,167524,Tigres U.A.N.L.
1825610,199779,Fortuna Düsseldorf
1825611,233314,DC United
1825612,232546,Unión de Santa Fe
1825613,199266,FC Augsburg
1825614,176481,Antalyaspor
1825615,231777,Trabzonspor
1825616,229473,GD Chaves
1825617,220513,Benevento
1825618,193632,Jagiellonia Białystok
1825619,190560,Club Atlas
1825620,189536,Real Valladolid CF
1825621,176992,Hibernian
1825622,210784,Club Atlético Tigre
1825623,209504,Eintracht Frankfurt
1825624,199776,Benevento
1825625,46175,Malmö FF
1825626,241247,Guizhou Hengfeng FC
1825627,225887,Paraguay
1825628,215391,SV Zulte-Waregem
1825629,219998,Milan
1825630,190557,Sporting Kansas City
1825631,199517,US Cremonese
1825632,240988,FC København
1825633,202069,Defensa y Justicia
1825634,230484,Botafogo
1825635,219988,KV Kortrijk
1825636,188499,Cittadella
1825637,185427,Aston Villa
1825638,234835,Deportivo de La Coruña
1825639,228179,Defensa y Justicia
1825640,227667,Huddersfield Town
1825641,215123,Newell's Old Boys
1825642,241746,Olympiacos CFP
1825643,153938,Queens Park Rangers
1825644,210258,Málaga CF
1825645,204370,FC Utrecht
1825646,239953,PAOK
1825647,227153,Colombia
1825648,218193,KAS Eupen
1825649,208977,Al Ittihad
1825650,201041,RC Strasbourg Alsace
1825651,224336,Jagiellonia Białystok
1825652,222544,Greece
1825653,212048,Sparta Praha
1825654,189263,Bursaspor
1825655,230479,Cruzeiro
1825656,204367,NAC Breda
1825657,200271,Al Hazem
1825658,199247,Cádiz CF
1825659,190542,Deportivo de La Coruña
1825660,230478,Sport Club do Recife
1825661,219469,Kasimpaşa SK
1825662,226380,Hamburger SV
1825663,204876,CA Osasuna
1825664,178251,Stade Rennais FC
1825665,232523,Al Shabab
1825666,155979,Motherwell
1825667,214603,Alianza Petrolera
1825668,213323,Club Brugge KV
1825669,189514,Columbus Crew SC
1825670,201290,1. FC Union Berlin
1825671,198474,Real Zaragoza
1825672,234569,SL Benfica
1825673,224841,Empoli
1825674,214601,Monterrey
1825675,184136,Standard de Liège
1825676,149064,Frosinone
1825677,227394,U.N.A.M.
1825678,221250,San Lorenzo de Almagro
1825679,138306,Górnik Zabrze
1825680,199490,Real Oviedo
1825681,213313,OGC Nice
1825682,243008,Czech Republic
1825683,204352,Royal Antwerp FC
1825684,227647,Hertha BSC
1825685,202559,Puebla FC
1825686,223550,Switzerland
1825687,215358,Belgrano de Córdoba
1825688,206654,Deportivo de La Coruña
1825689,205630,Godoy Cruz
1825690,202558,Atlético Nacional
1825691,186941,Fortuna Düsseldorf
1825692,185405,Lechia Gdańsk
1825693,231485,Aston Villa
1825694,230461,Santos
1825695,186684,Real Valladolid CF
1825696,175932,Melbourne City FC
1825697,226108,Cagliari
1825698,139836,Ohod Club
1825699,191547,Urawa Red Diamonds
1825700,229435,SC Heerenveen
1825701,202811,Reading
1825702,186682,Granada CF
1825703,227642,Rosenborg BK
1825704,212282,Toulouse Football Club
1825705,186681,Rayo Vallecano
1825706,51257,Burnley
1825707,180281,Chongqing Dangdai Lifan FC SWM Team
1825708,233529,Independiente
1825709,224057,CD Palestino
1825710,221753,Fortuna Düsseldorf
1825711,211513,Derby County
1825712,193336,Sampdoria
1825713,241464,Málaga CF
1825714,235320,AZ Alkmaar
1825715,226616,Argentinos Juniors
1825716,218936,Vitória Guimarães
1825717,170039,Middlesbrough
1825718,225591,RCD Mallorca
1825719,213813,IFK Norrköping
1825720,209973,BSC Young Boys
1825721,197937,En Avant de Guingamp
1825722,230448,Chapecoense
1825723,228144,Real Zaragoza
1825724,186158,West Bromwich Albion
1825725,232238,La Equidad
1825726,227886,América de Cali
1825727,138798,River Plate
1825728,137774,Empoli
1825729,224813,RSC Anderlecht
1825730,219181,Lech Poznań
1825731,186156,Leeds United
1825732,236076,Ceará Sporting Club
1825733,234028,Atlético Mineiro
1825734,206124,Kaizer Chiefs
1825735,236075,Internacional
1825736,214570,Amiens SC
1825737,230441,Sport Club do Recife
1825738,210985,Nottingham Forest
1825739,203304,Middlesbrough
1825740,233767,Nîmes Olympique
1825741,232999,RB Leipzig
1825742,231207,KRC Genk
1825743,211239,Toulouse Football Club
1825744,190502,FC Zürich
1825745,219686,Rio Ave FC
1825746,213030,Dijon FCO
1825747,190501,AEK Athens
1825748,189221,Moreirense FC
1825749,222501,Atalanta
1825750,212261,CA Osasuna
1825751,201509,Málaga CF
1825752,188196,Atlético Tucumán
1825753,225060,Al Ahli
1825754,202276,VfL Bochum 1848
1825755,172835,Chievo Verona
1825756,229155,AZ Alkmaar
1825757,157219,Estudiantes de La Plata
1825758,206115,Newcastle United
1825759,238370,FC Red Bull Salzburg
1825760,230434,Vitória
1825761,227362,KAA Gent
1825762,227106,Málaga CF
1825763,214562,Kaizer Chiefs
1825764,193569,Sheffield Wednesday
1825765,204060,Kayserispor
1825766,189723,Benevento
1825767,186651,Akhisar Belediyespor
1825768,186139,Leicester City
1825769,182043,Guangzhou Evergrande Taobao FC
1825770,226075,AEK Athens
1825771,221467,Jeju United FC
1825772,167706,Rosenborg BK
1825773,224538,Moreirense FC
1825774,211738,SC Freiburg
1825775,205594,Portimonense SC
1825776,204826,Rayo Vallecano
1825777,137242,CD Palestino
1825778,198426,San Lorenzo de Almagro
1825779,164633,VfL Bochum 1848
1825780,215321,Estudiantes de La Plata
1825781,207641,Tiburones Rojos de Veracruz
1825782,231448,TSG 1899 Hoffenheim
1825783,230424,Santos
1825784,226584,FC Dallas
1825785,187415,Russia
1825786,231447,PSV
1825787,223510,En Avant de Guingamp
1825788,230421,Cruzeiro
1825789,210964,Fiorentina
1825790,189715,AZ Alkmaar
1825791,225811,Santos Laguna
1825792,234514,Amiens SC
1825793,206098,Lazio
1825794,202002,Nîmes Olympique
1825795,237841,New York Red Bulls
1825796,54033,Derby County
1825797,203793,SV Werder Bremen
1825798,245520,Real Sociedad
1825799,223248,Godoy Cruz
1825800,215056,Deportivo Cali
1825801,212240,Fortuna Düsseldorf
1825802,203024,Adelaide United
1825803,183567,Swansea City
1825804,238095,Fiorentina
1825805,233231,Real Sociedad
1825806,224271,LASK Linz
1825807,193550,Brighton & Hove Albion
1825808,216334,RSC Anderlecht
1825809,166664,Real Sporting de Gijón
1825810,216072,Benevento
1825811,207624,CD Leganés
1825812,184071,Excelsior
1825813,223495,Club Atlético Huracán
1825814,210695,Palermo
1825815,222982,Amiens SC
1825816,150278,Fortuna Düsseldorf
1825817,210438,FC Metz
1825818,203782,Crotone
1825819,176901,CD Universidad de Concepción
1825820,235781,Rayo Vallecano
1825821,231685,AS Monaco
1825822,220165,Bayer 04 Leverkusen
1825823,216325,Southampton
1825824,209669,CD Leganés
1825825,206085,West Bromwich Albion
1825826,236548,SK Slavia Praha
1825827,219652,CA Osasuna
1825828,233219,FC Girondins de Bordeaux
1825829,230147,Vitória Guimarães
1825830,210947,PAOK
1825831,188930,AD Alcorcón
1825832,239106,Olympiacos CFP
1825833,210434,Dijon FCO
1825834,188416,AZ Alkmaar
1825835,235008,Vélez Sarsfield
1825836,230144,Chievo Verona
1825837,142592,Club Atlético Huracán
1825838,193535,Club Atlético Tigre
1825839,236543,Club Atlético Tigre
1825840,220671,Perugia
1825841,160766,Club América
1825842,212478,Columbus Crew SC
1825843,204542,Peru
1825844,201982,FC Augsburg
1825845,190461,Iceland
1825846,188413,Colo-Colo
1825847,218621,Estudiantes de La Plata
1825848,190716,Çaykur Rizespor
1825849,193786,Frosinone
1825850,189946,Angers SCO
1825851,189177,Sheffield United
1825852,230393,Botafogo
1825853,220658,SC Braga
1825854,226289,Rayo Vallecano
1825855,206577,SV Zulte-Waregem
1825856,188400,KAA Gent
1825857,189167,Cardiff City
1825858,186351,Swansea City
1825859,236527,Villarreal CF
1825860,225263,Olympique de Marseille
1825861,201967,FC Midtjylland
1825862,188654,MKE Ankaragücü
1825863,177134,Medipol Başakşehir FK
1825864,221422,PAOK
1825865,152814,Alanyaspor
1825866,143598,Club Atlético Aldosivi
1825867,204526,Real Valladolid CF
1825868,203502,Cardiff City
1825869,155885,Sunderland
1825870,200429,Fortuna Düsseldorf
1825871,199661,FC Ingolstadt 04
1825872,158956,Colo-Colo
1825873,208364,Club Brugge KV
1825874,194795,Estudiantes de La Plata
1825875,192490,CA Osasuna
1825876,189930,Fenerbahçe SK
1825877,232938,Sint-Truidense VV
1825878,163050,Sheffield United
1825879,223978,Toulouse Football Club
1825880,239593,Club Brugge KV
1825881,238569,Holstein Kiel
1825882,207593,KRC Genk
1825883,177896,Norwich City
1825884,236264,Peru
1825885,204776,Queens Park Rangers
1825886,188135,CD Leganés
1825887,236007,Atlanta United
1825888,215015,Atlético Tucumán
1825889,203239,CD Feirense
1825890,186598,Swansea City
1825891,243686,Moreirense FC
1825892,218341,Hannover 96
1825893,212197,SV Darmstadt 98
1825894,194020,Nottingham Forest
1825895,234468,Boca Juniors
1825896,197081,Akhisar Belediyespor
1825897,183256,Bursaspor
1825898,208088,FC Barcelona
1825899,231638,Watford
1825900,204246,Fulham
1825901,230869,Athletic Club de Bilbao
1825902,209621,Vitória Guimarães
1825903,216020,Rosario Central
1825904,198868,Beşiktaş JK
1825905,181459,Olympiacos CFP
1825906,236499,Girona FC
1825907,216019,SD Huesca
1825908,213203,Os Belenenses
1825909,189650,Viktoria Plzeň
1825910,188370,Göztepe SK
1825911,215250,Belgrano de Córdoba
1825912,201938,FC Nantes
1825913,230353,Chapecoense
1825914,223697,Atalanta
1825915,181456,Stade Malherbe Caen
1825916,242384,Shimizu S-Pulse
1825917,206544,KAA Gent
1825918,190671,SC Freiburg
1825919,224719,Spartak Moscow
1825920,174542,Chile
1825921,192205,FC Nantes
1825922,228813,Girona FC
1825923,215245,Stade Rennais FC
1825924,146637,Deportivo de La Coruña
1825925,189388,SV Sandhausen
1825926,187084,Stoke City
1825927,242380,Cruz Azul
1825928,162508,Kayserispor
1825929,214988,Defensa y Justicia
1825930,216778,Rio Ave FC
1825931,189899,SK Brann
1825932,18122,Sporting de Charleroi
1825933,204234,Elche CF
1825934,232905,KRC Genk
1825935,229321,Antalyaspor
1825936,212424,Columbus Crew SC
1825937,186567,Amiens SC
1825938,176071,Chicago Fire
1825939,219591,Frosinone
1825940,210111,Fortuna Sittard
1825941,203455,Foggia
1825942,176062,Orlando City SC
1825943,214462,Colombia
1825944,241084,Junior FC
1825945,202428,Hannover 96
1825946,192955,Leeds United
1825947,153275,Racing Club de Lens
1825948,205243,Nottingham Forest
1825949,230330,Chapecoense
1825950,158394,1. FC Union Berlin
1825951,179897,Iceland
1825952,213433,Deportivo Toluca
1825953,199353,New York Red Bulls
1825954,188600,Dijon FCO
1825955,186296,Fenerbahçe SK
1825956,230328,Santos
1825957,212408,Vitória de Setúbal
1825958,234935,Boavista FC
1825959,231095,Atiker Konyaspor
1825960,204215,Sheffield Wednesday
1825961,208054,Vélez Sarsfield
1825962,142773,Club Atlético Tigre
1825963,207797,Cameroon
1825964,222900,SC Heerenveen
1825965,222644,Vélez Sarsfield
1825966,208564,FC København
1825967,198836,Angers SCO
1825968,179891,SV Darmstadt 98
1825969,223154,Alanyaspor
1825970,213938,Genoa
1825971,208306,Chievo Verona
1825972,181681,Millwall
1825973,167601,PFC CSKA Moscow
1825974,215985,San Lorenzo de Almagro
1825975,125871,Fenerbahçe SK
1825976,182959,Viktoria Plzeň
1825977,167599,Kalmar FF
1825978,162223,Western Sydney Wanderers
1825979,211119,Columbus Crew SC
1825980,209839,FC Utrecht
1825981,188334,Cagliari
1825982,208045,FC Utrecht
1825983,202157,PSV
1825984,163492,KV Oostende
1825985,227236,Fulham
1825986,211107,Vitória Guimarães
1825987,186274,Russia
1825988,215202,Club Atlético Tigre
1825989,176545,Millonarios FC
1825990,240289,Real Valladolid CF
1825991,189600,SK Slavia Praha
1825992,222368,Lokomotiv Moscow
1825993,204447,Lecce
1825994,231838,Sevilla FC
1825995,224158,Club Brugge KV
1825996,186524,Chievo Verona
1825997,165788,Pachuca
1825998,199580,Rangers FC
1825999,194203,Chievo Verona
1826000,236699,Torino
1826001,226203,SV Darmstadt 98
1826002,205211,Canada
1826003,193690,KV Oostende
1826004,217242,1. FC Nürnberg
1826005,198554,1. FSV Mainz 05
1826006,197786,1. FSV Mainz 05
1826007,193945,Beşiktaş JK
1826008,193177,Göztepe SK
1826009,192665,FC Augsburg
1826010,237209,Club Brugge KV
1826011,164505,Atlanta United
1826012,200857,Norwich City
1826013,244376,Dynamo Kyiv
1826014,224151,Mexico
1826015,244374,Dynamo Kyiv
1826016,211862,FC Augsburg
1826017,214421,Junior FC
1826018,209301,FC Girondins de Bordeaux
1826019,137109,SC Heerenveen
1826020,194196,Atiker Konyaspor
1826021,227732,VfB Stuttgart
1826022,216468,SD Huesca
1826023,211348,Rayo Vallecano
1826024,193683,Stade de Reims
1826025,183187,FC Basel 1893
1826026,178323,Atiker Konyaspor
1826027,221587,Nottingham Forest
1826028,233866,Celtic
1826029,208522,PFC CSKA Moscow
1826030,206218,KSV Cercle Brugge
1826031,183177,Club Atlético Huracán
1826032,168585,AZ Alkmaar
1826033,163209,Heart of Midlothian
1826034,215433,SPAL
1826035,214665,Club Atlético Talleres
1826036,223624,CD Feirense
1826037,204936,Sheffield United
1826038,181383,Stade Rennais FC
1826039,225926,SD Eibar
1826040,230277,Internacional
1826041,219525,Independiente
1826042,212613,Dijon FCO
1826043,190084,Lecce
1826044,189059,West Bromwich Albion
1826045,181123,Viktoria Plzeň
1826046,183937,Toronto FC
1826047,231041,Stade Malherbe Caen
1826048,230529,Chapecoense
1826049,228736,Venezuela
1826050,181375,Bolivia
1826051,239231,SD Eibar
1826052,161663,Junior FC
1826053,223615,Club Atlético Huracán
1826054,53630,Royal Antwerp FC
1826055,183422,Middlesbrough
1826056,207998,Leicester City
1826057,138110,Parma
1826058,201342,1. FC Köln
1826059,199550,Stoke City
1826060,188541,SPAL
1826061,193148,FC Lorient
1826062,204412,Middlesbrough
1826063,239482,Rio Ave FC
1826064,234618,Boavista FC
1826065,228730,Club Atlético Huracán
1826066,225402,Sporting CP
1826067,221306,FC Dallas
1826068,208250,AEK Athens
1826069,202106,FC St. Pauli
1826070,218745,Celtic
1826071,215417,1. FC Nürnberg
1826072,230259,Grêmio
1826073,195698,Levante UD
1826074,226162,Norwich City
1826075,230513,Internacional
1826076,204401,SC Braga
1826077,185200,Vitória de Setúbal
1826078,165232,Kasimpaşa SK
1826079,199792,Malmö FF
1826080,225646,River Plate
1826081,201326,Sivasspor
1826082,207725,Swansea City
1826083,183916,LOSC Lille
1826084,157804,Derby County
1826085,204908,KRC Genk
1826086,237419,Clube Sport Marítimo
1826087,164459,AIK
1826088,229739,Poland
1826089,214379,Minnesota United FC
1826090,192362,Swansea City
1826091,239210,En Avant de Guingamp
1826092,219754,Ajax
1826093,211818,SV Werder Bremen
1826094,207722,Kashiwa Reysol
1826095,190569,Seattle Sounders FC
1826096,227689,Birmingham City
1826097,204904,Stoke City
1826098,235623,Real Sporting de Gijón
1826099,186982,Vitesse
1826100,237670,SC Braga
1826101,105318,Colo-Colo
1826102,142950,San Lorenzo de Almagro
1826103,170597,Norwich City
1826104,169317,AIK
1826105,211557,Chievo Verona
1826106,210021,Brøndby IF
