Club_no,Ntn_no,Play_Id,National_Team
1823370,13168,197376,
1823371,13169,219647,
1823372,13170,178430,
1823373,13171,227838,
1823374,13172,211966,
1823375,13173,202238,
1823376,13174,189949,
1823377,13175,175613,
1823378,13176,235005,
1823379,13177,223229,
1823380,13178,222461,
1823381,13179,200700,
1823382,13180,181499,
1823383,13181,221179,
1823384,13182,199419,
1823385,13183,192250,Al Ittihad
1823386,13184,222970,
1823387,13185,214266,
1823388,13186,235513,
1823389,13187,169464,
1823390,13188,221944,
1823391,13189,210168,
1823392,13190,200440,
1823393,13191,240631,
1823394,13192,167159,
1823395,13193,229879,
1823396,13194,223223,
1823397,13195,208631,
1823398,13196,158966,
1823399,13197,208630,
1823400,13198,208374,
1823401,13199,186101,
1823402,13200,238837,
1823403,13201,236533,
1823404,13202,226805,
1823405,13203,217845,
1823406,13204,214005,
1823407,13205,211954,
1823408,13206,198386,
1823409,13207,188657,
1823410,13208,188145,
1823411,13209,232433,
1823412,13210,229361,
1823413,13211,186352,New Zealand
1823414,13212,173040,
1823415,13213,190959,
1823416,13214,237807,
1823417,13215,237039,
1823418,13216,234735,
1823419,13217,222959,
1823420,13218,236270,
1823421,13219,169710,
1823422,13220,226798,
1823423,13221,224494,
1823424,13222,232429,
1823425,13223,193772,
1823426,13224,239340,
1823427,13225,215020,
1823428,13226,175851,
1823429,13227,241130,
1823430,13228,230378,
1823431,13229,211946,
1823432,13230,196072,
1823433,13231,193768,
1823434,13232,184040,
1823435,13233,247016,
1823436,13234,234728,
1823437,13235,177895,
1823438,13236,233959,Boca Juniors
1823439,13237,163303,
1823440,13238,223207,
1823441,13239,214759,
1823442,13240,193510,
1823443,13241,187110,
1823444,13242,239846,
1823445,13243,239590,
1823446,13244,228326,
1823447,13245,213990,
1823448,13246,227557,
1823449,13247,223717,
1823450,13248,222693,
1823451,13249,200930,
1823452,13250,239073,
1823453,13251,230625,
1823454,13252,213729,
1823455,13253,210401,
1823456,13254,208865,
1823457,13255,204513,
1823458,13256,202465,
1823459,13257,193504,
1823460,13258,208096,
1823461,13259,194783,
1823462,13260,184287,
1823463,13261,240351,
1823464,13262,193757,
1823465,13263,184285,
1823466,13264,228829,
1823467,13265,223709,
1823468,13266,208861,
1823469,13267,139229,
1823470,13268,195036,
1823471,13269,193244,
1823472,13270,236508,
1823473,13271,223452,
1823474,13272,220636,
1823475,13273,179931,
1823476,13274,171995,
1823477,13275,228827,
1823478,13276,227547,
1823479,13277,209371,
1823480,13278,236506,
1823481,13279,183513,
1823482,13280,244697,
1823483,13281,215001,
1823484,13282,231128,
1823485,13283,164568,Canada
1823486,13284,219864,
1823487,13285,148696,
1823488,13286,208856,
1823489,13287,189143,
1823490,13288,182743,
1823491,13289,158167,
1823492,13290,187350,
1823493,13291,240342,
1823494,13292,236246,
1823495,13293,157393,
1823496,13294,210129,
1823497,13295,140497,
1823498,13296,182224,
1823499,13297,201936,
1823500,13298,235983,
1823501,13299,169423,
1823502,13300,217807,
1823503,13301,216015,
1823504,13302,222926,
1823505,13303,188621,
1823506,13304,235981,
1823507,13305,195020,
1823508,13306,226508,
1823509,13307,220876,
1823510,13308,210380,
1823511,13309,224715,
1823512,13310,201163,
1823513,13311,239050,
1823514,13312,234698,
1823515,13313,223690,
1823516,13314,219594,
1823517,13315,206538,
1823518,13316,138698,
1823519,13317,192201,
1823520,13318,208585,
1823521,13319,191944,
1823522,13320,231624,
1823523,13321,189383,
1823524,13322,187591,
1823525,13323,239303,
1823526,13324,230343,
1823527,13325,229319,
1823528,13326,215751,
1823529,13327,215239,
1823530,13328,169158,
1823531,13329,231366,
1823532,13330,231110,
1823533,13331,230598,
1823534,13332,211398,
1823535,13333,233413,
1823536,13334,229317,
1823537,13335,228805,
1823538,13336,201925,
1823539,13337,186559,
1823540,13338,183743,
1823541,13339,182207,
1823542,13340,230079,
1823543,13341,226495,
1823544,13342,202175,
1823545,13343,181694,
1823546,13344,232894,
1823547,13345,229053,
1823548,13346,221885,
1823549,13347,219837,
1823550,13348,181436,
1823551,13349,243388,
1823552,13350,224956,
1823553,13351,224444,
1823554,13352,213692,
1823555,13353,193211,
1823556,13354,147899,
1823557,13355,218298,
1823558,13356,227513,
1823559,13357,224185,
1823560,13358,205753,
1823561,13359,190648,
1823562,13360,233400,
1823563,13361,211384,
1823564,13362,205496,
1823565,13363,181175,
1823566,13364,242359,
1823567,13365,227511,
1823568,13366,142775,
1823569,13367,193974,
1823570,13368,208822,
1823571,13369,207542,
1823572,13370,230581,
1823573,13371,212405,
1823574,13372,238004,Iceland
1823575,13373,234164,
1823576,13374,209332,
1823577,13375,183987,
1823578,13376,222643,
1823579,13377,215987,
1823580,13378,203699,
1823581,13379,199347,
1823582,13380,136363,
1823583,13381,237994,
1823584,13382,230314,
1823585,13383,236457,Greece
1823586,13384,212137,
1823587,13385,140201,
1823588,13386,200105,
1823589,13387,246696,
1823590,13388,215720,
1823591,13389,214440,
1823592,13390,165031,
1823593,13391,162471,
1823594,13392,191910,
1823595,13393,235942,
1823596,13394,232870,
1823597,13395,204966,
1823598,13396,237989,
1823599,13397,216229,
1823600,13398,204709,
1823601,13399,186788,
1823602,13400,247204,
1823603,13401,226468,
1823604,13402,189603,
1823605,13403,245411,
1823606,13404,222883,Côte d'Ivoire
1823607,13405,212643,
1823608,13406,211619,
1823609,13407,135587,
1823610,13408,193442,
1823611,13409,178594,
1823612,13410,240802,
1823613,13411,214434,
1823614,13412,45473,
1823615,13413,192673,
1823616,13414,238497,
1823617,13415,231073,
1823618,13416,229793,
1823619,13417,225441,
1823620,13418,222881,
1823621,13419,244384,
1823622,13420,221600,
1823623,13421,177055,
1823624,13422,152991,
1823625,13423,216479,
1823626,13424,186267,
1823627,13425,219803,
1823628,13426,220826,
1823629,13427,189594,
1823630,13428,219546,
1823631,13429,148635,
1823632,13430,51353,
1823633,13431,240281,
1823634,13432,212377,
1823635,13433,198553,
1823636,13434,195480,Northern Ireland
1823637,13435,178584,
1823638,13436,232344,
1823639,13437,165784,
1823640,13438,209816,
1823641,13439,208024,
1823642,13440,203672,
1823643,13441,199832,
1823644,13442,243607,
1823645,13443,226711,
1823646,13444,182166,
1823647,13445,243862,
1823648,13446,222358,
1823649,13447,220566,
1823650,13448,208022,
1823651,13449,199574,
1823652,13450,172949,
1823653,13451,223637,Peru
1823654,13452,219285,
1823655,13453,242324,
1823656,13454,236692,
1823657,13455,225939,
1823658,13456,222355,
1823659,13457,210579,
1823660,13458,207507,
1823661,13459,201875,
1823662,13460,183442,
1823663,13461,236178,
1823664,13462,234898,
1823665,13463,229522,
1823666,13464,241297,
1823667,13465,235409,
1823668,13466,221841,
1823669,13467,214417,
1823670,13468,169100,
1823671,13469,229260,
1823672,13470,214668,
1823673,13471,243851,
1823674,13472,239755,
1823675,13473,205963,
1823676,13474,199051,
1823677,13475,177802,
1823678,13476,173450,
1823679,13477,236170,
1823680,13478,223114,
1823681,13479,214922,
1823682,13480,146058,
1823683,13481,198538,
1823684,13482,189065,
1823685,13483,182409,
1823686,13484,244617,
1823687,13485,214153,
1823688,13486,202889,
1823689,13487,200841,
1823690,13488,184456,
1823691,13489,179592,
1823692,13490,231560,
1823693,13491,214918,
1823694,13492,236165,
1823695,13493,204677,
1823696,13494,183940,
1823697,13495,242052,
1823698,13496,226436,
1823699,13497,155524,
1823700,13498,211844,
1823701,13499,184707,
1823702,13500,223107,
1823703,13501,188546,
1823704,13502,241026,
1823705,13503,172418,
1823706,13504,203138,
1823707,13505,201346,Northern Ireland
1823708,13506,238977,
1823709,13507,230273,
1823710,13508,224385,
1823711,13509,222337,
1823712,13510,216449,
1823713,13511,172411,
1823714,13512,225147,Wales
1823715,13513,214907,
1823716,13514,211323,
1823717,13515,201083,
1823718,13516,188538,
1823719,13517,226170,
1823720,13518,210042,
1823721,13519,157305,
1823722,13520,209529,
1823723,13521,204153,
1823724,13522,183160,
1823725,13523,241783,
1823726,13524,233591,
1823727,13525,208247,
1823728,13526,177782,
1823729,13527,230774,
1823730,13528,142454,
1823731,13529,199286,
1823732,13530,225652,Romania
1823733,13531,225396,
1823734,13532,234867,
1823735,13533,227443,
1823736,13534,223603,
1823737,13535,199283,
1823738,13536,188274,
1823739,13537,169586,
1823740,13538,177521,
1823741,13539,223345,
1823742,13540,215665,
1823743,13541,210801,
1823744,13542,203377,
1823745,13543,199537,
1823746,13544,184176,
1823747,13545,178032,
1823748,13546,235888,
1823749,13547,218736,
1823750,13548,218991,
1823751,13549,229487,
1823752,13550,202095,
1823753,13551,198511,
1823754,13552,164462,
1823755,13553,214382,
1823756,13554,213614,
1823757,13555,205929,
1823758,13556,189544,
1823759,13557,165736,
1823760,13558,206440,
1823761,13559,139368,
1823762,13560,195687,
1823763,13561,184935,
1823764,13562,240743,
1823765,13563,169575,
1823766,13564,229991,
1823767,13565,228711,
1823768,13566,226407,
1823769,13567,223335,
1823770,13568,244582,
1823771,13569,111206,
1823772,13570,175462,
1823773,13571,205926,
1823774,13572,205669,
1823775,13573,245348,
1823776,13574,177508,
1823777,13575,237156,
1823778,13576,171364,
1823779,13577,213348,
1823780,13578,210532,
1823781,13579,186979,
1823782,13580,173667,Iceland
1823783,13581,173155,
1823784,13582,165219,
1823785,13583,203363,
1823786,13584,192354,
1823787,13585,223074,
1823788,13586,214882,
1823789,13587,190561,
1823790,13588,237153,
1823791,13589,101473,
1823792,13590,232289,
1823793,13591,228961,
1823794,13592,212321,
1823795,13593,229728,
1823796,13594,224608,
1823797,13595,216416,
1823798,13596,138336,
1823799,13597,184927,
1823800,13598,227932,
1823801,13599,215388,
1823802,13600,179547,
1823803,13601,227163,
1823804,13602,241498,Ecuador
1823805,13603,230490,
1823806,13604,215130,
1823807,13605,216665,
1823808,13606,148569,
1823809,13607,146521,
1823810,13608,210521,
1823811,13609,184664,
1823812,13610,183640,
1823813,13611,179800,
1823814,13612,241496,United States
1823815,13613,224344,
1823816,13614,223064,
1823817,13615,157528,
1823818,13616,196952,
1823819,13617,169815,
1823820,13618,227159,
1823821,13619,223575,
1823822,13620,215383,
1823823,13621,210263,
1823824,13622,200535,
1823825,13623,183382,
1823826,13624,239446,
1823827,13625,163670,
1823828,13626,220246,
1823829,13627,230228,
1823830,13628,210004,
1823831,13629,200532,
1823832,13630,243282,
1823833,13631,223570,
1823834,13632,196946,
1823835,13633,237649,
1823836,13634,229201,
1823837,13635,223313,
1823838,13636,3665,
1823839,13637,189776,
1823840,13638,236624,
1823841,13639,229456,
1823842,13640,196688,
1823843,13641,193359,
1823844,13642,162891,
1823845,13643,238922,Canada
1823846,13644,173130,
1823847,13645,203850,
1823848,13646,203594,
1823849,13647,193097,
1823850,13648,240201,
1823851,13649,170569,
1823852,13650,213321,
1823853,13651,203593,
1823854,13652,229448,
1823855,13653,211272,
1823856,13654,204616,
1823857,13655,237895,
1823858,13656,237383,
1823859,13657,234054,
1823860,13658,229702,
1823861,13659,222278,
1823862,13660,231749,
1823863,13661,223045,
1823864,13662,213573,
1823865,13663,194372,
1823866,13664,184900,
1823867,13665,193092,New Zealand
1823868,13666,238660,
1823869,13667,232004,
1823870,13668,163396,
1823871,13669,205892,
1823872,13670,203588,
1823873,13671,199748,Denmark
1823874,13672,199236,
1823875,13673,241731,
1823876,13674,209987,
1823877,13675,190530,
1823878,13676,237122,
1823879,13677,232514,
1823880,13678,230978,
1823881,13679,197954,
1823882,13680,235073,
1823883,13681,217153,
1823884,13682,206145,
1823885,13683,234048,
1823886,13684,158784,
1823887,13685,243007,
1823888,13686,187705,
1823889,13687,233785,
1823890,13688,232505,
1823891,13689,187447,
1823892,13690,213559,
1823893,13691,210743,
1823894,13692,171574,
1823895,13693,222262,
1823896,13694,214582,
1823897,13695,207926,
1823898,13696,242997,
1823899,13697,217653,
1823900,13698,228404,
1823901,13699,226356,
1823902,13700,171315,
1823903,13701,233267,
1823904,13702,198451,
1823905,13703,246834,
1823906,13704,241202,
1823907,13705,230194,
1823908,13706,205618,
1823909,13707,203570,Northern Ireland
1823910,13708,177969,
1823911,13709,230193,
1823912,13710,217649,
1823913,13711,225584,
1823914,13712,240943,
1823915,13713,231726,
1823916,13714,230190,
1823917,13715,148526,
1823918,13716,171565,
1823919,13717,157741,
1823920,13718,233260,
1823921,13719,224812,
1823922,13720,220204,
1823923,13721,209196,
1823924,13722,204332,
1823925,13723,194091,
1823926,13724,210475,
1823927,13725,206379,
1823928,13726,188202,
1823929,13727,224810,
1823930,13728,204842,
1823931,13729,138026,
1823932,13730,45605,
1823933,13731,169509,
1823934,13732,198437,
1823935,13733,244516,
1823936,13734,194851,
1823937,13735,242467,
1823938,13736,205603,
1823939,13737,234018,
1823940,13738,223010,
1823941,13739,211234,
1823942,13740,210466,
1823943,13741,209698,
1823944,13742,193057,
1823945,13743,177953,
1823946,13744,235553,
1823947,13745,205857,
1823948,13746,205089,
1823949,13747,239136,
1823950,13748,163616,
1823951,13749,218656,
1823952,13750,139296,
1823953,13751,198175,
1823954,13752,236830,
1823955,13753,229150,
1823956,13754,239645,
1823957,13755,164637,
1823958,13756,208923,
1823959,13757,156443,
1823960,13758,199195,
1823961,13759,183578,
1823962,13760,116762,
1823963,13761,228378,
1823964,13762,227866,
1823965,13763,210202,
1823966,13764,189209,
1823967,13765,224537,
1823968,13766,146969,
1823969,13767,176920,
1823970,13768,162328,
1823971,13769,211736,
1823972,13770,206104,
1823973,13771,193303,
1823974,13772,186135,Northern Ireland
1823975,13773,226583,
1823976,13774,45842,
1823977,13775,235794,
1823978,13776,234002,
1823979,13777,213010,
1823980,13778,208146,
1823981,13779,203026,
1823982,13780,229649,
1823983,13781,229137,
1823984,13782,221969,
1823985,13783,215569,
1823986,13784,205073,
1823987,13785,242704,
1823988,13786,202512,
1823989,13787,194319,
1823990,13788,194063,
1823991,13789,245263,
1823992,13790,213007,
1823993,13791,209423,
1823994,13792,188430,
1823995,13793,236046,
1823996,13794,233230,
1823997,13795,226062,
1823998,13796,212238,
1823999,13797,183565,
1824000,13798,236045,
1824001,13799,223501,
1824002,13800,214029,
1824003,13801,187916,
1824004,13802,183564,
1824005,13803,236300,
1824006,13804,163340,
1824007,13805,221452,
1824008,13806,206604,
1824009,13807,201484,
1824010,13808,199692,
1824011,13809,239627,
1824012,13810,234763,
1824013,13811,162315,
1824014,13812,233226,
1824015,13813,155657,
1824016,13814,146953,
1824017,13815,211209,
1824018,13816,209417,
1824019,13817,199689,
1824020,13818,222724,
1824021,13819,216836,
1824022,13820,202756,
1824023,13821,192259,
1824024,13822,190979,
1824025,13823,179971,
1824026,13824,233731,
1824027,13825,193794,
1824028,13826,235522,
1824029,13827,229890,
1824030,13828,223746,
1824031,13829,215810,
1824032,13830,214274,
1824033,13831,208898,
1824034,13832,193537,
1824035,13833,192001,
1824036,13834,199169,South Africa
1824037,13835,177152,
1824038,13836,227840,
1824039,13837,162047,
1824040,13838,195838,
1824041,13839,237566,
1824042,13840,230398,
1824043,13841,221694,
1824044,13842,204030,
1824045,13843,186876,
1824046,13844,178684,
1824047,13845,229628,
1824048,13846,209660,
1824049,13847,203004,
1824050,13848,172283,
1824051,13849,234747,
1824052,13850,224507,
1824053,13851,210171,
1824054,13852,240122,
1824055,13853,164858,Finland
1824056,13854,229882,
1824057,13855,225530,
1824058,13856,224506,
1824059,13857,223994,
1824060,13858,203002,
1824061,13859,195065,
1824062,13860,213497,
1824063,13861,142329,
1824064,13862,238067,
1824065,13863,228595,
1824066,13864,226035,
1824067,13865,244466,
1824068,13866,178418,
1824069,13867,237554,
1824070,13868,213490,
1824071,13869,212466,
1824072,13870,201714,
1824073,13871,189425,
1824074,13872,172529,
1824075,13873,233201,Wales
1824076,13874,229104,
1824077,13875,163056,
1824078,13876,221168,
1824079,13877,214000,Peru
1824080,13878,212208,
1824081,13879,211440,
1824082,13880,216815,
1824083,13881,199407,
1824084,13882,244206,
1824085,13883,241390,
1824086,13884,235502,
1824087,13885,231150,
1824088,13886,230382,
1824089,13887,201966,
1824090,13888,234989,
1824091,13889,226797,
1824092,13890,213228,
1824093,13891,212459,
1824094,13892,206571,
1824095,13893,201707,
1824096,13894,236522,
1824097,13895,235754,
1824098,13896,153066,
1824099,13897,214506,
1824100,13898,177129,
1824101,13899,224489,Turkey
1824102,13900,218345,
1824103,13901,200425,
1824104,13902,189928,
1824105,13903,172520,
1824106,13904,237544,
1824107,13905,200424,
1824108,13906,153060,
1824109,13907,184035,
1824110,13908,244963,
1824111,13909,237283,
1824112,13910,236259,
1824113,13911,225507,
1824114,13912,215267,
1824115,13913,244194,
1824116,13914,219106,
1824117,13915,201698,
1824118,13916,239841,Greece
1824119,13917,216289,
1824120,13918,206561,
1824121,13919,198625,Scotland
1824122,13920,188128,
1824123,13921,230368,
1824124,13922,202208,
1824125,13923,199904,Finland
1824126,13924,184031,
1824127,13925,219871,
1824128,13926,191198,
1824129,13927,232926,
1824130,13928,223966,
1824131,13929,208862,
1824132,13930,195037,
1824133,13931,241629,
1824134,13932,234972,
1824135,13933,163804,
1824136,13934,222428,
1824137,13935,216284,
1824138,13936,209372,
1824139,13937,234203,
1824140,13938,207835,
1824141,13939,239322,
1824142,13940,39386,
1824143,13941,230362,
1824144,13942,238041,
1824145,13943,236505,
1824146,13944,242392,
1824147,13945,169432,
1824148,13946,152536,
1824149,13947,212440,
1824150,13948,211672,
1824151,13949,193495,
1824152,13950,184273,
1824153,13951,224977,
1824154,13952,214993,
1824155,13953,201681,
1824156,13954,220624,
1824157,13955,212944,
1824158,13956,204496,
1824159,13957,184527,
1824160,13958,181455,
1824161,13959,243663,
1824162,13960,164559,
1824163,13961,219087,
1824164,13962,215247,
1824165,13963,214991,
1824166,13964,213711,
1824167,13965,212943,
1824168,13966,208335,
1824169,13967,243662,
1824170,13968,239822,
1824171,13969,230350,
1824172,13970,230094,
1824173,13971,227790,
1824174,13972,184781,
1824175,13973,234957,
1824176,13974,229325,
1824177,13975,209613,
1824178,13976,219852,
1824179,13977,212428,
1824180,13978,190667,
1824181,13979,227787,
1824182,13980,225995,
1824183,13981,203211,
1824184,13982,200395,
1824185,13983,243402,
1824186,13984,224970,
1824187,13985,220362,
1824188,13986,217802,
1824189,13987,214986,
1824190,13988,182473,
1824191,13989,227785,
1824192,13990,222153,
1824193,13991,214217,
1824194,13992,198857,
1824195,13993,110787,
1824196,13994,239043,
1824197,13995,166851,
1824198,13996,140483,
1824199,13997,204227,
1824200,13998,234178,Vélez Sarsfield
1824201,13999,221890,
1824202,14000,221121,
1824203,14001,213697,Northern Ireland
1824204,14002,188352,
1824205,14003,214208,
1824206,14004,210880,
1824207,14005,184255,
1824208,14006,213951,
1824209,14007,198335,
1824210,14008,241854,
1824211,14009,223422,
1824212,14010,137406,
1824213,14011,202686,
1824214,14012,206269,
1824215,14013,240060,
1824216,14014,231612,
1824217,14015,217532,
1824218,14016,214971,
1824219,14017,214459,
1824220,14018,204731,
1824221,14019,188602,
1824222,14020,235706,
1824223,14021,233146,
1824224,14022,230074,
1824225,14023,224186,
1824226,14024,201914,
1824227,14025,191673,
1824228,14026,188601,
1824229,14027,224953,
1824230,14028,220089,
1824231,14029,212409,
1824232,14030,195256,
1824233,14031,215480,
1824234,14032,199352,
1824235,14033,234679,
1824236,14034,223671,
1824237,14035,222391,
1824238,14036,221367,
1824239,14037,236466,
1824240,14038,221618,
1824241,14039,213170,
1824242,14040,144306,
1824243,14041,240561,
1824244,14042,231089,
1824245,14043,164529,
1824246,14044,229041,
1824247,14045,213937,
1824248,14046,190640,
1824249,14047,188336,
1824250,14048,172208,
1824251,14049,231856,
1824252,14050,188335,
1824253,14051,235183,
1824254,14052,229039,
1824255,14053,246702,
1824256,14054,243630,Canada
1824257,14055,229294,
1824258,14056,229038,
1824259,14057,228782,
1824260,14058,198062,
1824261,14059,215213,
1824262,14060,172716,
1824263,14061,169644,
1824264,14062,169388,
1824265,14063,215212,
1824266,14064,214700,
1824267,14065,232619,
1824268,14066,220075,
1824269,14067,200107,
1824270,14068,199339,
1824271,14069,193706,
1824272,14070,192938,
1824273,14071,190634,
1824274,14072,190122,
1824275,14073,188586,
1824276,14074,194216,
1824277,14075,230824,
1824278,14076,224424,
1824279,14077,189607,
1824280,14078,173735,
1824281,14079,235943,
1824282,14080,231591,
1824283,14081,237985,
1824284,14082,164769,Scotland
1824285,14083,209569,
1824286,14084,186272,
1824287,14085,227232,
1824288,14086,226720,
1824289,14087,220064,
1824290,14088,211872,
1824291,14089,199584,
1824292,14090,242079,
1824293,14091,234399,
1824294,14092,205215,
1824295,14093,203423,
1824296,14094,201887,
1824297,14095,194718,
1824298,14096,176542,
1824299,14097,227230,
1824300,14098,212126,
1824301,14099,213917,
1824302,14100,229276,
1824303,14101,235419,
1824304,14102,229019,
1824305,14103,211099,
1824306,14104,205210,
1824307,14105,189849,
1824308,14106,214937,
1824309,14107,212121,
1824310,14108,210329,
1824311,14109,203161,
1824312,14110,202905,
1824313,14111,188824,
1824314,14112,172696,
1824315,14113,229528,
1824316,14114,215192,
1824317,14115,243863,
1824318,14116,235927,
1824319,14117,203159,
1824320,14118,176790,
1824321,14119,238486,
1824322,14120,162198,
1824323,14121,208790,
1824324,14122,193685,
1824325,14123,229011,
1824326,14124,213902,
1824327,14125,193421,
1824328,14126,186253,
1824329,14127,215437,
1824330,14128,214413,
1824331,14129,174732,
1824332,14130,172684,
1824333,14131,236172,
1824334,14132,204684,
1824335,14133,231563,
1824336,14134,225931,
1824337,14135,221323,
1824338,14136,211339,
1824339,14137,205451,
1824340,14138,105866,
1824341,14139,215178,
1824342,14140,212618,
1824343,14141,232329,
1824344,14142,214409,
1824345,14143,237960,
1824346,14144,158088,
1824347,14145,169607,
1824348,14146,193414,
1824349,14147,178566,
1824350,14148,178310,
1824351,14149,214662,
1824352,14150,203398,
1824353,14151,178565,
1824354,14152,225669,
1824355,14153,205701,
1824356,14154,167812,
1824357,14155,164484,
1824358,14156,214404,
1824359,14157,205188,
1824360,14158,204676,
1824361,14159,150659,
1824362,14160,179842,
1824363,14161,228738,CD Tondela
1824364,14162,190593,
1824365,14163,187265,
1824366,14164,240257,
1824367,14165,163713,
1824368,14166,221313,
1824369,14167,216701,
1824370,14168,173436,
1824371,14169,231292,Northern Ireland
1824372,14170,210556,
1824373,14171,219771,
1824374,14172,200059,
1824375,14173,192122,
1824376,14174,224378,
1824377,14175,219514,
1824378,14176,216698,
1824379,14177,177273,
1824380,14178,234873,
1824381,14179,230520,
1824382,14180,229752,BSC Young Boys
1824383,14181,224376,
1824384,14182,222840,
1824385,14183,198776,
1824386,14184,198264,
1824387,14185,188791,
1824388,14186,164471,
1824389,14187,156535,
1824390,14188,220534,
1824391,14189,208502,
1824392,14190,236405,
1824393,14191,235893,
1824394,14192,226677,
1824395,14193,225653,
1824396,14194,205941,
1824397,14195,198517,
1824398,14196,113524,
1824399,14197,229748,
1824400,14198,200820,
1824401,14199,213107,
1824402,14200,199027,
1824403,14201,192370,
1824404,14202,186993,
1824405,14203,180593,
1824406,14204,178033,
1824407,14205,236145,
1824408,14206,217201,
1824409,14207,213105,
1824410,14208,203889,
1824411,14209,212592,
1824412,14210,200298,
1824413,14211,183145,
1824414,14212,236393,
1824415,14213,230249,
1824416,14214,244584,
1824417,14215,173160,
1824418,14216,172904,
1824419,14217,218216,
1824420,14218,197480,
1824421,14219,247142,
1824422,14220,170342,
1824423,14221,227174,
1824424,14222,226662,
1824425,14223,225894,
1824426,14224,241509,
1824427,14225,234853,
1824428,14226,205157,
1824429,14227,194916,
1824430,14228,240740,
1824431,14229,192611,
1824432,14230,179811,
1824433,14231,230243,
1824434,14232,210787,
1824435,14233,235874,
1824436,14234,222562,Iceland
1824437,14235,205410,
1824438,14236,203618,
1824439,14237,233825,
1824440,14238,226401,
1824441,14239,225632,
1824442,14240,218208,
1824443,14241,221791,
1824444,14242,198751,
1824445,14243,212830,Australia
1824446,14244,188765,
1824447,14245,229469,
1824448,14246,159581,
1824449,14247,220509,
1824450,14248,236636,
1824451,14249,105308,
1824452,14250,247131,
1824453,14251,242267,
1824454,14252,208470,
1824455,14253,205654,
1824456,14254,139862,
1824457,14255,198230,
1824458,14256,186453,
1824459,14257,233301,
1824460,14258,197973,
1824461,14259,199508,
1824462,14260,197716,
1824463,14261,196435,
1824464,14262,176211,
1824465,14263,203603,
1824466,14264,201299,
1824467,14265,192594,
1824468,14266,241234,
1824469,14267,234834,
1824470,14268,228946,
1824471,14269,225106,
1824472,14270,207954,
1824473,14271,205138,
1824474,14272,184401,
1824475,14273,241489,
1824476,14274,239441,
1824477,14275,236113,
1824478,14276,226385,
1824479,14277,230480,
1824480,14278,219216,
1824481,14279,171087,
1824482,14280,236111,
1824483,14281,231247,
1824484,14282,230991,
1824485,14283,213839,
1824486,14284,198479,Finland
1824487,14285,198223,
1824488,14286,191566,
1824489,14287,225614,
1824490,14288,219470,
1824491,14289,215374,
1824492,14290,214862,
1824493,14291,142670,
1824494,14292,228173,
1824495,14293,215117,
1824496,14294,209485,
1824497,14295,240716,
1824498,14296,230472,
1824499,14297,155976,
1824500,14298,153160,
1824501,14299,203848,
1824502,14300,192071,
1824503,14301,230727,
1824504,14302,214343,Colombia
1824505,14303,191814,
1824506,14304,211270,
1824507,14305,199750,
1824508,14306,224325,
1824509,14307,214085,
1824510,14308,191044,
1824511,14309,172100,
1824512,14310,231236,
1824513,14311,229444,
1824514,14312,207684,
1824515,14313,184643,
1824516,14314,202050,
1824517,14315,200770,
1824518,14316,183361,
1824519,14317,240193,
1824520,14318,169281,
1824521,14319,161857,
1824522,14320,204353,
1824523,14321,202305,
1824524,14322,192320,
1824525,14323,190528,
1824526,14324,234816,
1824527,14325,232000,
1824528,14326,230464,
1824529,14327,208960,
1824530,14328,232255,
1824531,14329,231231,
1824532,14330,227903,
1824533,14331,225855,
1824534,14332,218687,
1824535,14333,205631,
1824536,14334,204863,
1824537,14335,229694,
1824538,14336,204350,
1824539,14337,51261,
1824540,14338,168253,
1824541,14339,219709,
1824542,14340,192567,
1824543,14341,181559,
1824544,14342,178487,
1824545,14343,171831,
1824546,14344,212791,
1824547,14345,192310,
1824548,14346,239670,
1824549,14347,239414,
1824550,14348,226102,
1824551,14349,223030,
1824552,14350,214326,
1824553,14351,193333,
1824554,14352,191541,
1824555,14353,244021,
1824556,14354,235317,
1824557,14355,208437,
1824558,14356,230708,
1824559,14357,146996,
1824560,14358,246067,
1824561,14359,229683,
1824562,14360,214323,
1824563,14361,172850,
1824564,14362,223794,
1824565,14363,211506,
1824566,14364,192561,
1824567,14365,231985,
1824568,14366,222513,
1824569,14367,235312,
1824570,14368,215344,
1824571,14369,211504,
1824572,14370,203568,
1824573,14371,198704,
1824574,14372,218415,
1824575,14373,173614,
1824576,14374,215086,Colo-Colo
1824577,14375,204078,
1824578,14376,224045,
1824579,14377,231212,
1824580,14378,228908,
1824581,14379,214572,
1824582,14380,106795,
1824583,14381,230443,
1824584,14382,211499,
1824585,14383,211243,
1824586,14384,246309,
1824587,14385,209957,
1824588,14386,197925,
1824589,14387,247076,
1824590,14388,240164,
1824591,14389,236836,
1824592,14390,215332,
1824593,14391,215076,
1824594,14392,212516,
1824595,14393,209444,
1824596,14394,190499,
1824597,14395,177955,
1824598,14396,239907,
1824599,14397,234787,
1824600,14398,190497,
1824601,14399,181281,
1824602,14400,235297,
1824603,14401,234017,
1824604,14402,198177,
1824605,14403,190752,
1824606,14404,189472,
1824607,14405,185120,
1824608,14406,235552,
1824609,14407,232736,
1824610,14408,159520,
1824611,14409,208160,
1824612,14410,216351,
1824613,14411,190494,
1824614,14412,230686,
1824615,14413,224542,
1824616,14414,138782,
1824617,14415,204062,
1824618,14416,194077,
1824619,14417,191005,Egypt
1824620,14418,239389,
1824621,14419,108061,
