S/N,Id,Club_Team
12740,234381,SG Dynamo Dresden
12741,227725,GD Chaves
12742,223885,FC Schalke 04
12743,199053,Venezia FC
12744,235916,US Salernitana 1919
12745,214412,CD O'Higgins
12746,213644,SSV Jahn Regensburg
12747,12940,LASK Linz
12748,183691,FC Admira Wacker Mödling
12749,166539,New York Red Bulls
12750,224395,Hallescher FC
12751,214411,CD Universidad de Concepción
12752,211595,Derby County
12753,204427,SpVgg Greuther Fürth
12754,190602,Ascoli
12755,239498,FC Wacker Innsbruck
12756,227978,SV Darmstadt 98
12757,222346,Shanghai SIPG FC
12758,210826,Club Necaxa
12759,199305,SV Darmstadt 98
12760,199049,SpVgg Greuther Fürth
12761,239752,1. FC Magdeburg
12762,237448,New England Revolution
12763,170632,Kilmarnock
12764,212104,Querétaro
12765,177285,Shrewsbury
12766,238981,SC Paderborn 07
12767,220805,Deportes Tolima
12768,190852,Wigan Athletic
12769,246404,Ecuador
12770,239747,FC Augsburg
12771,229251,US Cremonese
12772,219523,Rosario Central
12773,200067,Montreal Impact
12774,198019,FC Erzgebirge Aue
12775,135043,Burnley
12776,194946,Santa Clara
12777,233090,Newell's Old Boys
12778,225666,Legia Warszawa
12779,219522,Rosario Central
12780,188289,FC Metz
12781,163201,Norwich City
12782,214401,Independiente Medellín
12783,200577,Jeonbuk Hyundai Motors
12784,198017,Yeni Malatyaspor
12785,237184,Málaga CF
12786,225152,NAC Breda
12787,212608,Grenoble Foot 38
12788,189311,Piast Gliwice
12789,229247,KV Kortrijk
12790,144511,Foggia
12791,205951,HJK Helsinki
12792,192126,De Graafschap
12793,230526,Atlético Paranaense
12794,226686,DSC Arminia Bielefeld
12795,226430,IFK Norrköping
12796,157310,AS Nancy Lorraine
12797,203902,Tiburones Rojos de Veracruz
12798,200574,Jeju United FC
12799,228221,Gimnàstic de Tarragona
12800,225149,Royal Excel Mouscron
12801,223357,Real Betis
12802,213885,Bulgaria
12803,210557,CD Nacional
12804,171900,1. FC Union Berlin
12805,202620,AD Alcorcón
12806,181371,Kashima Antlers
12807,238971,1. FC Magdeburg
12808,232571,Nagoya Grampus
12809,186998,Club León
12810,50294,Montpellier HSC
12811,169590,Wigan Athletic
12812,213110,AS Nancy Lorraine
12813,211574,Royal Excel Mouscron
12814,202102,Shanghai SIPG FC
12815,243829,Al Faisaly
12816,235381,ESTAC Troyes
12817,170612,Wisła Kraków
12818,233588,AD Alcorcón
12819,228980,Sporting Lokeren
12820,199284,FC Thun
12821,194163,Montreal Impact
12822,244339,Genoa
12823,169843,Mansfield Town
12824,231027,FC Zürich
12825,217203,Club Atlético Aldosivi
12826,191090,Ipswich Town
12827,182130,Sporting Kansas City
12828,213618,Curicó Unido
12829,142962,River Plate
12830,192369,Godoy Cruz
12831,189553,CA Osasuna
12832,188017,Palermo
12833,182897,KV Kortrijk
12834,179569,Pogoń Szczecin
12835,233329,Gimnàstic de Tarragona
12836,228209,Kaizer Chiefs
12837,223857,Deportes Iquique
12838,222577,Deportivo Pasto
12839,211057,RCD Mallorca
12840,223344,Guangzhou Evergrande Taobao FC
12841,222576,Arsenal
12842,221552,AC Horsens
12843,211056,CD Numancia
12844,231535,Scunthorpe United
12845,225391,Independiente Santa Fe
12846,222319,U.N.A.M.
12847,231022,Empoli
12848,222830,Göztepe SK
12849,239981,Hamburger SV
12850,203885,La Berrichonne de Châteauroux
12851,228716,RC Celta
12852,226668,Unión de Santa Fe
12853,200553,Incheon United FC
12854,172648,KAS Eupen
12855,210280,Western Sydney Wanderers
12856,208232,Akhisar Belediyespor
12857,173671,Burton Albion
12858,173415,FC Ingolstadt 04
12859,230247,Fluminense
12860,162407,Adelaide United
12861,215143,Club Atlético Huracán
12862,202855,Changchun Yatai FC
12863,200807,Sheffield United
12864,243558,CF Rayo Majadahonda
12865,214630,Universidad de Chile
12866,200806,Blackburn Rovers
12867,191333,Kawasaki Frontale
12868,189541,Charlton Athletic
12869,201061,Akhisar Belediyespor
12870,238180,Argentinos Juniors
12871,221284,Stade Malherbe Caen
12872,210020,DSC Arminia Bielefeld
12873,202084,Carpi
12874,200292,Bolton Wanderers
12875,191843,Al Hilal
12876,221539,Córdoba CF
12877,215139,Club Atlético Colón
12878,214371,Deportes Tolima
12879,204131,U.N.A.M.
12880,191842,Al Shabab
12881,237410,CD Leganés
12882,170082,Aberdeen
12883,223330,Perugia
12884,213602,Audax Italiano
12885,187489,Coventry City
12886,186721,Portland Timbers
12887,185185,MKE Ankaragücü
12888,213089,FC Nordsjælland
12889,193376,Paris FC
12890,238944,Lecce
12891,237152,BK Häcken
12892,169568,Scunthorpe United
12893,227936,Venezia FC
12894,183391,AS Nancy Lorraine
12895,229215,De Graafschap
12896,221279,Reading
12897,199516,Gillingham
12898,229467,Unión La Calera
12899,219995,Torino
12900,146011,Gimnàstic de Tarragona
12901,198235,Rotherham United
12902,229722,Universidad Católica
12903,229210,Heracles Almelo
12904,150106,Olympiacos CFP
12905,193369,CF Rayo Majadahonda
12906,182617,Luton Town
12907,199769,SK Rapid Wien
12908,196953,Ipswich Town
12909,178520,US Cremonese
12910,221271,Angers SCO
12911,205655,Hull City
12912,203863,CD Aves
12913,240982,DC United
12914,220502,Hellas Verona
12915,219990,Odds BK
12916,212054,Lokomotiv Moscow
12917,230485,Bahia
12918,229973,KRC Genk
12919,191572,Shandong Luneng TaiShan FC
12920,162900,Perth Glory
12921,227412,Once Caldas
12922,214356,Rionegro Águilas
12923,196948,Houston Dynamo
12924,191059,Gimnàstic de Tarragona
12925,189267,VfR Aalen
12926,229971,Racing Club de Lens
12927,225875,SG Dynamo Dresden
12928,18771,Nottingham Forest
12929,204883,Stade Malherbe Caen
12930,199762,Pogoń Szczecin
12931,192337,Adelaide United
12932,213841,Le Havre AC
12933,243792,Athletic Club de Bilbao
12934,242000,Arsenal
12935,239696,Hannover 96
12936,235088,CD Tenerife
12937,207952,Rotherham United
12938,193103,SV Wehen Wiesbaden
12939,241743,DC United
12940,227919,Alianza Petrolera
12941,216139,Cosenza
12942,214091,Atlético Nacional
12943,198731,Odds BK
12944,238666,SSV Jahn Regensburg
12945,216138,US Cremonese
12946,193864,CD Tondela
12947,192328,SK Sturm Graz
12948,182856,Red Star FC
12949,237640,Grasshopper Club Zürich
12950,224584,Cádiz CF
12951,173383,Padova
12952,232775,Kashiwa Reysol
12953,186950,FC Lugano
12954,225606,Venezia FC
12955,218182,CD Universidad de Concepción
12956,205894,Bulgaria
12957,240709,1. FSV Mainz 05
12958,235077,CD Nacional
12959,230981,FC Ingolstadt 04
12960,193860,BSC Young Boys
12961,191556,Kashima Antlers
12962,188996,Sheffield Wednesday
12963,149572,Frosinone
12964,233795,Blackburn Rovers
12965,159043,Paris FC
12966,215363,Benevento
12967,212803,Rochdale
12968,233282,Sangju Sangmu FC
12969,232770,Hellas Verona
12970,230210,Botafogo
12971,213570,Kilmarnock
12972,206402,Lech Poznań
12973,201026,Guangzhou R&F FC
12974,170305,Ipswich Town
12975,224065,Defensa y Justicia
12976,222273,Hebei China Fortune FC
12977,219969,Sarpsborg 08 FF
12978,149825,Nottingham Forest
12979,210241,FC St. Pauli
12980,197953,Leeds United
12981,241984,Philadelphia Union
12982,235328,Frosinone
12983,222528,Sunderland
12984,202304,Jeonbuk Hyundai Motors
12985,212540,New England Revolution
12986,210492,Al Nassr
12987,231227,1. FC Heidenheim 1846
12988,224315,Frosinone
12989,214331,Junior FC
12990,202043,IFK Norrköping
12991,198971,KV Kortrijk
12992,193850,Lecce
12993,178746,Málaga CF
12994,227898,Bursaspor
12995,214330,Deportes Tolima
12996,211514,Sunderland
12997,209722,FC Dallas
12998,202810,Republic of Ireland
12999,242489,Sevilla FC
13000,216377,FC Ingolstadt 04
13001,202041,BK Häcken
13002,184376,Sparta Praha
13003,243000,Romania
13004,163640,KSV Cercle Brugge
13005,214840,San Luis de Quillota
13006,202040,SV Zulte-Waregem
13007,201271,Aarhus GF
13008,195126,Doncaster Rovers
13009,171318,Extremadura UD
13010,201526,Hannover 96
13011,187701,Querétaro
13012,182837,Luton Town
13013,233781,Bologna
13014,230196,Bahia
13015,215604,DSC Arminia Bielefeld
13016,215092,Deportes Iquique
13017,244787,Viktoria Plzeň
13018,235827,Belgrano de Córdoba
13019,229171,SpVgg Greuther Fürth
13020,216627,Barnsley
13021,203315,FC Augsburg
13022,226866,Os Belenenses
13023,205874,Antalyaspor
13024,183601,VfL Bochum 1848
13025,198962,Ettifaq FC
13026,244017,Al Hazem
13027,139057,Club Atlético Colón
13028,201265,Odense Boldklub
13029,197166,New England Revolution
13030,234029,Sport Club do Recife
13031,209453,Pogoń Szczecin
13032,191532,Beijing Sinobo Guoan FC
13033,226604,Club Atlético Talleres
13034,210476,SV Mattersburg
13035,207916,Brøndby IF
13036,207660,FC Erzgebirge Aue
13037,203308,Sydney FC
13038,200236,Incheon United FC
13039,180267,Jeonnam Dragons
13040,201515,Extremadura UD
13041,200235,NAC Breda
13042,198955,CD Lugo
13043,193578,Houston Dynamo
13044,209194,SSV Jahn Regensburg
13045,200746,Sheffield United
13046,234281,FC Erzgebirge Aue
13047,234025,Santos
13048,219177,Mansfield Town
13049,214313,CD Tondela
13050,213801,CD Aves
13051,213545,Esbjerg fB
13052,205353,Sint-Truidense VV
13053,199721,Olympique Lyonnais
13054,242216,CF Rayo Majadahonda
13055,240168,Club Atlético Talleres
13056,236072,Sport Club do Recife
13057,233512,PAOK
13058,232488,Genoa
13059,223272,SK Rapid Wien
13060,222248,Tianjin Quanjian FC
13061,205096,FC Admira Wacker Mödling
13062,215335,Atlético Bucaramanga
13063,204071,Piast Gliwice
13064,202535,FC Ingolstadt 04
13065,234790,Sevilla FC
13066,234022,Vitória
13067,216102,Boavista FC
13068,208422,Grenoble Foot 38
13069,207910,Clube Sport Marítimo
13070,194085,Grenoble Foot 38
13071,172837,Brescia
13072,234789,UD Almería
13073,228130,Ulsan Hyundai FC
13074,219170,Deportes Iquique
13075,211746,SG Dynamo Dresden
13076,175393,
13077,231713,Rionegro Águilas
13078,227617,US Salernitana 1919
13079,221473,Universidad de Chile
13080,219937,VfL Osnabrück
13081,182816,Nîmes Olympique
13082,215328,Patronato
13083,212000,SG Dynamo Dresden
13084,144160,Sivasspor
13085,186655,Peru
13086,198687,Valenciennes FC
13087,234014,Chapecoense
13088,225310,Millwall
13089,224798,Malmö FF
13090,208158,Unión de Santa Fe
13091,195357,Yeni Malatyaspor
13092,178461,Odense Boldklub
13093,228893,Gimnasia y Esgrima La Plata
13094,226077,Egypt
13095,205085,SV Darmstadt 98
13096,193564,VfL Osnabrück
13097,242716,Real Salt Lake
13098,237340,FC Lugano
13099,228892,Club Tijuana
13100,223004,Ipswich Town
13101,216860,Ajax
13102,202524,Extremadura UD
13103,190491,Molde FK
13104,244251,FK Austria Wien
13105,238619,SG Dynamo Dresden
13106,155931,Extremadura UD
13107,218651,FC København
13108,201243,Lecce
13109,231706,Once Caldas
13110,225562,Real Sociedad
13111,207898,Korona Kielce
13112,171033,FC Midtjylland
13113,233241,Reading
13114,192792,SK Slavia Praha
13115,189464,KFC Uerdingen 05
13116,189208,Wellington Phoenix
13117,239378,FC Groningen
13118,222226,Bulgaria
13119,212242,1. FC Heidenheim 1846
13120,202770,Preston North End
13121,128529,Alanyaspor
13122,236817,FC Metz
13123,209937,Granada CF
13124,243984,Al Raed
13125,227600,FC Midtjylland
13126,221456,Hull City
13127,219664,Kaizer Chiefs
13128,228111,Portsmouth
13129,233998,Chapecoense
13130,231950,Jeonnam Dragons
13131,206606,Eintracht Braunschweig
13132,179725,FC Lorient
13133,236301,Levante UD
13134,230413,Vitória
13135,224013,Brentford
13136,206605,SG Dynamo Dresden
13137,238860,Portimonense SC
13138,211212,Al Fateh
13139,204044,SC Preußen Münster
13140,245259,Santa Clara
13141,241931,Argentinos Juniors
13142,223755,SC Paderborn 07
13143,156683,IF Elfsborg
13144,207627,Independiente Medellín
13145,186122,Scunthorpe United
13146,225034,Deportivo de La Coruña
13147,205578,Foggia
13148,184585,Hibernian
13149,46857,Tromsø IL
13150,234505,FC Midtjylland
13151,229641,Red Star FC
13152,229129,Orlando Pirates
13153,204297,Bradford City
13154,189192,US Salernitana 1919
13155,243976,Rayo Vallecano
13156,241672,Dinamo Zagreb
13157,229640,FC Nordsjælland
13158,162056,Millwall
13159,143112,Estudiantes de La Plata
13160,203528,Vancouver Whitecaps FC
13161,212483,ESTAC Troyes
13162,198147,FC Utrecht
13163,194050,SV Darmstadt 98
13164,164610,Atlanta United
13165,226050,FC Schalke 04
13166,165889,FC Seoul
13167,212224,Club Atlético Colón
13168,197376,FC Erzgebirge Aue
13169,219647,US Salernitana 1919
13170,178430,Chievo Verona
13171,227838,Deportivo Pasto
13172,211966,Millwall
13173,202238,Al Hazem
13174,189949,FC Tokyo
13175,175613,AC Ajaccio
13176,235005,FC Luzern
13177,223229,Romania
13178,222461,Vitória Guimarães
13179,200700,Heracles Almelo
13180,181499,Valenciennes FC
13181,221179,Gimnàstic de Tarragona
13182,199419,Stade Brestois 29
13183,192250,Australia
13184,222970,Bolton Wanderers
13185,214266,Unión La Calera
13186,235513,VfL Bochum 1848
13187,169464,Çaykur Rizespor
13188,221944,LASK Linz
13189,210168,Cosenza
13190,200440,Preston North End
13191,240631,Cittadella
13192,167159,Odds BK
13193,229879,LA Galaxy
13194,223223,KV Oostende
13195,208631,Zagłębie Lubin
13196,158966,Argentinos Juniors
13197,208630,Wisła Płock
13198,208374,SV Sandhausen
13199,186101,Rosenborg BK
13200,238837,Audax Italiano
13201,236533,1. FC Heidenheim 1846
13202,226805,Colorado Rapids
13203,217845,RC Celta
13204,214005,Independiente Santa Fe
13205,211954,FC Ingolstadt 04
13206,198386,Deportivo de La Coruña
13207,188657,Preston North End
13208,188145,AS Nancy Lorraine
13209,232433,Al Raed
13210,229361,CD Tenerife
13211,186352,Colorado Rapids
13212,173040,Le Havre AC
13213,190959,MKE Ankaragücü
13214,237807,Feyenoord
13215,237039,Fortuna Sittard
13216,234735,SD Huesca
13217,222959,Palermo
13218,236270,Ecuador
13219,169710,Nottingham Forest
13220,226798,Racing Club
13221,224494,Brentford
13222,232429,Júbilo Iwata
13223,193772,Hungary
13224,239340,FC Groningen
13225,215020,Club Atlético Tigre
13226,175851,CD Tondela
13227,241130,OGC Nice
13228,230378,Atlético Mineiro
13229,211946,SV Wehen Wiesbaden
13230,196072,Monarcas Morelia
13231,193768,Sunderland
13232,184040,FC Basel 1893
13233,247016,CD Nacional
13234,234728,Holstein Kiel
13235,177895,MKE Ankaragücü
13236,233959,Colombia
13237,163303,Aston Villa
13238,223207,Hungary
13239,214759,Colo-Colo
13240,193510,Querétaro
13241,187110,Guadalajara
13242,239846,AEK Athens
13243,239590,Club León
13244,228326,Cádiz CF
13245,213990,Patriotas Boyacá FC
13246,227557,Racing Club
13247,223717,Beşiktaş JK
13248,222693,San Lorenzo de Almagro
13249,200930,Brescia
13250,239073,SC Paderborn 07
13251,230625,Rio Ave FC
13252,213729,Odds BK
13253,210401,Panathinaikos FC
13254,208865,GFC Ajaccio
13255,204513,FC Nantes
13256,202465,Rotherham United
13257,193504,Alanyaspor
13258,208096,VfL Bochum 1848
13259,194783,Livorno
13260,184287,FC Zürich
13261,240351,FC Nantes
13262,193757,Cádiz CF
13263,184285,FC Luzern
13264,228829,Birmingham City
13265,223709,Sivasspor
13266,208861,Clermont Foot 63
13267,139229,Tiburones Rojos de Veracruz
13268,195036,Sheffield Wednesday
13269,193244,Minnesota United FC
13270,236508,SD Huesca
13271,223452,Galatasaray SK
13272,220636,Portimonense SC
13273,179931,AC Ajaccio
13274,171995,AD Alcorcón
13275,228827,FC Sochaux-Montbéliard
13276,227547,Paris FC
13277,209371,PEC Zwolle
13278,236506,San Lorenzo de Almagro
13279,183513,VfB Stuttgart
13280,244697,Atiker Konyaspor
13281,215001,San Martín de San Juan
13282,231128,Argentinos Juniors
13283,164568,Orlando City SC
13284,219864,Gimnàstic de Tarragona
13285,148696,Odds BK
13286,208856,Stade Brestois 29
13287,189143,IFK Göteborg
13288,182743,Bayer 04 Leverkusen
13289,158167,SK Rapid Wien
13290,187350,Tiburones Rojos de Veracruz
13291,240342,SG Dynamo Dresden
13292,236246,Reading
13293,157393,FC Sochaux-Montbéliard
13294,210129,Hungary
13295,140497,Fleetwood Town
13296,182224,Shandong Luneng TaiShan FC
13297,201936,Cerezo Osaka
13298,235983,Granada CF
13299,169423,Egypt
13300,217807,Club Atlético Huracán
13301,216015,Club Atlético Tigre
13302,222926,Stade Malherbe Caen
13303,188621,ADO Den Haag
13304,235981,OGC Nice
13305,195020,Birmingham City
13306,226508,Kilmarnock
13307,220876,Clermont Foot 63
13308,210380,FC St. Pauli
13309,224715,PFC CSKA Moscow
13310,201163,SK Slavia Praha
13311,239050,Fenerbahçe SK
13312,234698,Hokkaido Consadole Sapporo
13313,223690,Sivasspor
13314,219594,Crotone
13315,206538,Hull City
13316,138698,Sheffield Wednesday
13317,192201,BK Häcken
13318,208585,Göztepe SK
13319,191944,FC Seoul
13320,231624,SV Sandhausen
13321,189383,1. FC Kaiserslautern
13322,187591,CD Antofagasta
13323,239303,Boavista FC
13324,230343,Chapecoense
13325,229319,Vitória de Setúbal
13326,215751,Pescara
13327,215239,Patronato
13328,169158,Willem II
13329,231366,SC Freiburg
13330,231110,1. FC Nürnberg
13331,230598,Universidad Católica
13332,211398,En Avant de Guingamp
13333,233413,Real Zaragoza
13334,229317,Grasshopper Club Zürich
13335,228805,RCD Mallorca
13336,201925,1. FC Kaiserslautern
13337,186559,Bradford City
13338,183743,Pachuca
13339,182207,Birmingham City
13340,230079,FC Basel 1893
13341,226495,Philadelphia Union
13342,202175,Vålerenga Fotball
13343,181694,Stade de Reims
13344,232894,Urawa Red Diamonds
13345,229053,Antalyaspor
13346,221885,SpVgg Greuther Fürth
13347,219837,UD Almería
13348,181436,SV Zulte-Waregem
13349,243388,VfB Stuttgart
13350,224956,Willem II
13351,224444,Stade Brestois 29
13352,213692,Preston North End
13353,193211,1. FC Magdeburg
13354,147899,Romania
13355,218298,Chamois Niortais Football Club
13356,227513,Envigado FC
13357,224185,PEC Zwolle
13358,205753,1. FC Nürnberg
13359,190648,SV Darmstadt 98
13360,233400,Strømsgodset IF
13361,211384,Portsmouth
13362,205496,Udinese
13363,181175,Hull City
13364,242359,CD Tondela
13365,227511,1. FC Union Berlin
13366,142775,Colo-Colo
13367,193974,Pescara
13368,208822,Yokohama F. Marinos
13369,207542,Jeonnam Dragons
13370,230581,GD Chaves
13371,212405,Granada CF
13372,238004,AZ Alkmaar
13373,234164,Clube Sport Marítimo
13374,209332,FC Luzern
13375,183987,VfL Bochum 1848
13376,222643,Cruz Azul
13377,215987,Gimnasia y Esgrima La Plata
13378,203699,FC Lorient
13379,199347,1. FC Heidenheim 1846
13380,136363,Gangwon FC
13381,237994,San Lorenzo de Almagro
13382,230314,Atlético Mineiro
13383,236457,PAOK
13384,212137,Malmö FF
13385,140201,Júbilo Iwata
13386,200105,Chicago Fire
13387,246696,Lobos BUAP
13388,215720,Legia Warszawa
13389,214440,Colo-Colo
13390,165031,Albacete BP
13391,162471,Perth Glory
13392,191910,Jeonbuk Hyundai Motors
13393,235942,Frosinone
13394,232870,KSV Cercle Brugge
13395,204966,Deportivo de La Coruña
13396,237989,Cracovia
13397,216229,AJ Auxerre
13398,204709,Colorado Rapids
13399,186788,Karlsruher SC
13400,247204,Real Betis
13401,226468,Genoa
13402,189603,VfR Aalen
13403,245411,Portimonense SC
13404,222883,Paris FC
13405,212643,IF Elfsborg
13406,211619,Sarpsborg 08 FF
13407,135587,Bristol City
13408,193442,Heracles Almelo
13409,178594,Medipol Başakşehir FK
13410,240802,Stade Malherbe Caen
13411,214434,Belgrano de Córdoba
13412,45473,Hallescher FC
13413,192673,Nîmes Olympique
13414,238497,FC Thun
13415,231073,US Cremonese
13416,229793,Sparta Praha
13417,225441,Bristol City
13418,222881,Toronto FC
13419,244384,Dynamo Kyiv
13420,221600,Portsmouth
13421,177055,Kalmar FF
13422,152991,Fleetwood Town
13423,216479,FC Lugano
13424,186267,Rosenborg BK
13425,219803,Barnsley
13426,220826,Deportes Tolima
13427,189594,Medipol Başakşehir FK
13428,219546,Independiente Medellín
13429,148635,SV Zulte-Waregem
13430,51353,Dundee FC
13431,240281,Kayserispor
13432,212377,Monarcas Morelia
13433,198553,Celtic
13434,195480,Millwall
13435,178584,Millwall
13436,232344,San Martín de San Juan
13437,165784,Unión de Santa Fe
13438,209816,Rio Ave FC
13439,208024,Millwall
13440,203672,Foggia
13441,199832,MSV Duisburg
13442,243607,Santa Clara
13443,226711,SpVgg Greuther Fürth
13444,182166,GFC Ajaccio
13445,243862,Real Zaragoza
13446,222358,Millonarios FC
13447,220566,Red Star FC
13448,208022,KV Kortrijk
13449,199574,ESTAC Troyes
13450,172949,Peterborough United
13451,223637,Portland Timbers
13452,219285,Club Necaxa
13453,242324,Valenciennes FC
13454,236692,Real Zaragoza
13455,225939,SSV Jahn Regensburg
13456,222355,Frosinone
13457,210579,Stade Malherbe Caen
13458,207507,Molde FK
13459,201875,Portland Timbers
13460,183442,Oxford United
13461,236178,Atlético Mineiro
13462,234898,AS Nancy Lorraine
13463,229522,Santa Clara
13464,241297,KV Oostende
13465,235409,CD Nacional
13466,221841,Blackburn Rovers
13467,214417,Once Caldas
13468,169100,Derby County
13469,229260,FC Basel 1893
13470,214668,Clube Sport Marítimo
13471,243851,Orlando Pirates
13472,239755,Randers FC
13473,205963,Moreirense FC
13474,199051,ESTAC Troyes
13475,177802,FC Thun
13476,173450,Millwall
13477,236170,Cruzeiro
13478,223114,Yeni Malatyaspor
13479,214922,CD Everton de Viña del Mar
13480,146058,UD Las Palmas
13481,198538,FC Ingolstadt 04
13482,189065,US Cremonese
13483,182409,Hebei China Fortune FC
13484,244617,Lobos BUAP
13485,214153,Millonarios FC
13486,202889,Göztepe SK
13487,200841,Arsenal
13488,184456,Hull City
13489,179592,Sheffield Wednesday
13490,231560,Unión Española
13491,214918,La Equidad
13492,236165,Ceará Sporting Club
13493,204677,Orlando City SC
13494,183940,Willem II
13495,242052,New York City FC
13496,226436,Udinese
13497,155524,Sheffield United
13498,211844,FC Utrecht
13499,184707,Sheffield United
13500,223107,Kayserispor
13501,188546,Wisła Płock
13502,241026,Club Atlético Colón
13503,172418,MKE Ankaragücü
13504,203138,Queens Park Rangers
13505,201346,Burton Albion
13506,238977,1. FC Magdeburg
13507,230273,Fluminense
13508,224385,Júbilo Iwata
13509,222337,Suwon Samsung Bluewings
13510,216449,Pogoń Szczecin
13511,172411,Cádiz CF
13512,225147,Swansea City
13513,214907,LOSC Lille
13514,211323,Sint-Truidense VV
13515,201083,Legia Warszawa
13516,188538,Os Belenenses
13517,226170,Club Atlético Aldosivi
13518,210042,SV Darmstadt 98
13519,157305,BK Häcken
13520,209529,Hammarby IF
13521,204153,SV Darmstadt 98
13522,183160,CD Feirense
13523,241783,New York City FC
13524,233591,Extremadura UD
13525,208247,SK Sturm Graz
13526,177782,Antalyaspor
13527,230774,Vitesse
13528,142454,CF Rayo Majadahonda
13529,199286,MKE Ankaragücü
13530,225652,Palermo
13531,225396,CD Antofagasta
13532,234867,Celtic
13533,227443,FC Tokyo
13534,223603,1. FC Nürnberg
13535,199283,FC Sion
13536,188274,Atiker Konyaspor
13537,169586,Hull City
13538,177521,Eintracht Braunschweig
13539,223345,Portimonense SC
13540,215665,CD Nacional
13541,210801,Philadelphia Union
13542,203377,Esbjerg fB
13543,199537,Valenciennes FC
13544,184176,KSV Cercle Brugge
13545,178032,1. FC Magdeburg
13546,235888,KSV Cercle Brugge
13547,218736,CD Nacional
13548,218991,Rionegro Águilas
13549,229487,Hertha BSC
13550,202095,AEK Athens
13551,198511,Os Belenenses
13552,164462,Real Salt Lake
13553,214382,Junior FC
13554,213614,Hellas Verona
13555,205929,FC København
13556,189544,Tromsø IL
13557,165736,Bolton Wanderers
13558,206440,SV Zulte-Waregem
13559,139368,Lincoln City
13560,195687,Melbourne Victory
13561,184935,Dijon FCO
13562,240743,Belgrano de Córdoba
13563,169575,Cardiff City
13564,229991,CD Numancia
13565,228711,Gimnasia y Esgrima La Plata
13566,226407,Argentinos Juniors
13567,223335,San Martin de Tucumán
13568,244582,CD Nacional
13569,111206,FC Schalke 04
13570,175462,ESTAC Troyes
13571,205926,FC Emmen
13572,205669,GD Chaves
13573,245348,Ettifaq FC
13574,177508,1. FC Nürnberg
13575,237156,FC Barcelona
13576,171364,New England Revolution
13577,213348,Ohod Club
13578,210532,Atlético Tucumán
13579,186979,Tigres U.A.N.L.
13580,173667,SV Sandhausen
13581,173155,Parma
13582,165219,Bolton Wanderers
13583,203363,Rosenborg BK
13584,192354,Monarcas Morelia
13585,223074,AZ Alkmaar
13586,214882,Piast Gliwice
13587,190561,Gimnàstic de Tarragona
13588,237153,Los Angeles FC
13589,101473,Birmingham City
13590,232289,CD Lugo
13591,228961,Unión de Santa Fe
13592,212321,Holstein Kiel
13593,229728,Hibernian
13594,224608,Shanghai SIPG FC
13595,216416,VfL Bochum 1848
13596,138336,Brisbane Roar
13597,184927,KV Kortrijk
13598,227932,MSV Duisburg
13599,215388,ESTAC Troyes
13600,179547,Minnesota United FC
13601,227163,Deportivo Cali
13602,241498,Minnesota United FC
13603,230490,Atlético Paranaense
13604,215130,Newell's Old Boys
13605,216665,Perugia
13606,148569,Wisła Kraków
13607,146521,CD Numancia
13608,210521,Akhisar Belediyespor
13609,184664,Philadelphia Union
13610,183640,SC Paderborn 07
13611,179800,Tiburones Rojos de Veracruz
13612,241496,Celtic
13613,224344,Colo-Colo
13614,223064,Gimnàstic de Tarragona
13615,157528,MSV Duisburg
13616,196952,Queens Park Rangers
13617,169815,Club Atlético Tigre
13618,227159,La Equidad
13619,223575,Boavista FC
13620,215383,RC Strasbourg Alsace
13621,210263,Dundalk
13622,200535,Melbourne Victory
13623,183382,Cameroon
13624,239446,Vitória Guimarães
13625,163670,Malmö FF
13626,220246,South Africa
13627,230228,Cruzeiro
13628,210004,SSV Jahn Regensburg
13629,200532,KV Kortrijk
13630,243282,Burnley
13631,223570,Montpellier HSC
13632,196946,Celtic
13633,237649,Patriotas Boyacá FC
13634,229201,CD Universidad de Concepción
13635,223313,Sivasspor
13636,3665,ESTAC Troyes
13637,189776,Bristol City
13638,236624,Fortuna Düsseldorf
13639,229456,SPAL
13640,196688,Peru
13641,193359,Venezuela
13642,162891,Sheffield Wednesday
13643,238922,Los Angeles FC
13644,173130,Parma
13645,203850,SK Rapid Wien
13646,203594,South Africa
13647,193097,DSC Arminia Bielefeld
13648,240201,Real Sporting de Gijón
13649,170569,CD Numancia
13650,213321,FC Luzern
13651,203593,Kaizer Chiefs
13652,229448,Clermont Foot 63
13653,211272,Unión de Santa Fe
13654,204616,Hellas Verona
13655,237895,PEC Zwolle
13656,237383,Parma
13657,234054,Peru
13658,229702,1. FC Union Berlin
13659,222278,Guangzhou R&F FC
13660,231749,Villarreal CF
13661,223045,Sivasspor
13662,213573,Hertha BSC
13663,194372,Atiker Konyaspor
13664,184900,Pohang Steelers
13665,193092,SønderjyskE
13666,238660,Antalyaspor
13667,232004,Independiente Santa Fe
13668,163396,Portsmouth
13669,205892,MSV Duisburg
13670,203588,Urawa Red Diamonds
13671,199748,Ipswich Town
13672,199236,Suwon Samsung Bluewings
13673,241731,Real Oviedo
13674,209987,SV Sandhausen
13675,190530,Stade de Reims
13676,237122,Belgrano de Córdoba
13677,232514,Patronato
13678,230978,Royal Excel Mouscron
13679,197954,Rosenborg BK
13680,235073,FC Augsburg
13681,217153,Jiangsu Suning FC
13682,206145,Karlsruher SC
13683,234048,KAS Eupen
13684,158784,San Martin de Tucumán
