player_name,value_euro,predicted_value_euro,age,sliding_tackle,agility,short_passing,interceptions,jumping,positioning,curve,crossing,freekick_accuracy
P. Jerez,"350,000","58,852",31,64,57,62,64,70,35,28,68,28
J. Guthrie,"524,999","1,123,083",26,62,45,55,63,70,35,48,45,38
K. Hemmings,"649,999","343,693",26,19,74,57,43,63,65,37,38,37
Henrique,"324,999","4,476,246",33,23,84,63,27,56,70,58,57,33
P. Haglund,"474,999","6,661,340",31,53,50,67,60,64,69,48,40,42
F. Feuillassier,"1,199,999","598,903",20,20,67,62,22,47,58,44,64,45
J. Deschamps,"219,999","1,071,268",34,13,69,25,16,56,15,12,28,23
Y. M'Bone,"599,999","145,164",25,60,57,62,64,64,42,50,55,46
Omar Santana,"625,000","2,537,282",27,51,71,63,39,60,64,53,46,59
S. Gomez,"849,999","1,981,095",22,54,57,72,60,58,52,38,40,38
J. Lozano,"524,999","523,046",28,60,49,32,69,51,35,26,31,29
L. Amos,"924,999","1,039,867",22,61,66,70,57,65,48,54,57,48
M. Langer,"269,999","1,126,986",34,13,22,29,15,50,15,12,13,12
E. Hajri,"120,000","199,238",36,63,59,62,68,70,55,37,61,34
G. Bigirimana,"700,000","406,483",25,60,86,66,60,66,53,70,58,74
Z. Arsenić,"649,999","8,700,110",24,69,47,55,66,73,38,41,57,37
R. Scheu,"750,000","49,539,441",24,42,70,59,48,70,65,45,59,44
H. Da Campo,"750,000","2,569,855",24,45,65,62,48,64,58,57,64,54
Juan Cámara,"700,000","2,436,529",25,43,80,69,52,66,64,68,66,55
J. Clarke-Harris,"725,000","332,218",24,12,68,33,18,72,59,40,44,27
M. Oktay,"999,999","362,223",19,33,77,68,31,52,55,69,60,58
D. Bergqvist,"599,999","631,201",25,54,51,56,53,72,33,27,39,27
J. Arias,"725,000","393,066",23,26,43,57,18,62,60,38,31,34
C. Dikamona,"499,999","111,722",28,64,57,60,59,62,12,24,22,21
José González,"824,999","686,601",23,55,60,77,50,57,64,48,57,45
J. Carranza,"1,100,000","1,106,195",18,21,66,62,26,60,68,48,44,44
F. Beltrán,"874,999","244,974",20,55,75,68,56,51,53,58,53,53
C. Cropper,"499,999","3,459,218",26,15,40,15,16,54,10,12,11,16
P. Sohm,"649,999","2,092,178",27,25,73,60,17,54,67,66,62,37
Carlos Cordero,"725,000","1,481,415",22,66,74,65,62,67,54,47,58,40
A. Hadžiahmetović,"999,999","3,762,645",22,62,58,71,63,54,65,54,42,61
C. Halkett,"725,000","514,028",23,62,57,43,61,69,27,34,31,25
H. Bjørdal,"774,999","355,140",22,53,68,67,50,71,59,58,57,43
J. Derstroff,"575,000","496,369",27,17,75,61,22,60,61,57,56,45
Han Peng,"279,999","1,484,115",35,15,56,55,13,65,68,52,44,58
K. Ceesay,"400,000","4,532,641",31,64,72,56,62,81,57,49,58,36
A. Duarte,"524,999","236,961",24,21,23,29,10,59,4,11,14,12
T. Röttger,"424,999","1,808,165",33,31,79,55,35,69,66,61,60,39
M. Leitsch,"924,999","913,242",20,65,49,62,58,53,44,41,57,35
J. Leiva,"675,000","4,616,125",25,28,72,67,45,57,72,66,55,48
Gabriel Rodrigues,"774,999","143,602",23,16,33,57,19,49,65,70,24,45
R. Gojani,"649,999","361,275",26,43,85,69,48,77,60,57,54,53
C. Palomeque,"675,000","241,674",24,23,86,60,32,92,54,66,61,69
P. Madden,"550,000","143,884",29,26,70,56,29,71,65,52,43,47
R. Edwards,"599,999","161,915",25,68,69,52,65,77,34,33,33,41
A. Marciniak,"400,000","474,261",30,62,64,61,69,67,40,58,51,61
G. Poussin,"949,999","307,444",20,14,22,29,10,58,7,13,12,11
Viti,"975,000","1,776,912",21,32,82,59,41,32,62,53,61,41
Damià,"625,000","7,995,112",23,57,58,67,62,65,32,51,48,43
Mauro Cerqueira,"550,000","453,653",26,65,71,62,60,75,62,60,63,56
M. Pinto,"575,000","174,540",25,67,71,53,62,67,43,69,68,60
L. Berry,"675,000","366,537",26,48,77,67,58,78,62,45,57,57
Raphael Silva,"575,000","1,064,579",26,66,40,34,63,72,31,35,28,36
M. Dauda,"949,999","303,534",21,21,82,59,18,75,58,56,46,46
R. Kerschbaum,"599,999","1,472,615",25,63,63,68,60,58,58,49,48,54
A. Batsula,"524,999","152,671",27,65,57,62,64,60,57,42,65,42
B. Innocent,"725,000","434,492",23,65,77,60,62,73,42,47,41,35
G. Esparza,"649,999","1,127,678",26,58,82,65,25,58,56,61,56,46
O. García,"649,999","123,538",26,26,84,64,14,65,59,57,49,34
J. Hanson,"675,000","696,625",23,69,60,65,61,71,50,62,59,73
H. Zuck,"575,000","42,248",28,36,80,68,27,63,64,53,67,39
M. Kirkeskov,"524,999","394,595",27,63,69,65,62,60,55,65,65,69
M. Giannikoglou,"499,999","1,039,187",25,11,60,15,8,70,8,11,11,10
Pedro Silva,"774,999","2,664,042",22,12,30,29,8,64,8,10,12,12
Choi Kyu Baek,"625,000","166,042",25,66,58,57,69,66,32,27,40,28
Erik Expósito,"874,999","440,880",22,23,62,66,29,69,66,41,28,30
N. Aankour,"675,000","767,410",25,55,80,59,48,77,61,43,64,58
G. Paquiez,"575,000","463,543",25,65,64,68,66,60,54,51,58,43
T. Hołota,"499,999","1,276,834",28,62,54,65,63,32,52,34,54,48
Raul Asencio,"1,100,000","195,597",20,15,69,63,25,69,64,44,39,36
E. Pinnock,"649,999","140,034",25,62,59,58,66,65,36,33,42,24
S. O'Neill,"625,000","805,613",25,63,53,64,62,63,53,59,46,43
J. Jervis,"599,999","828,000",27,22,69,62,24,59,60,30,57,29
R. Wallace,"499,999","1,312,540",30,55,72,63,60,73,59,67,62,49
Jaquité,"675,000","232,821",23,60,82,64,66,80,41,47,48,46
T. Børven,"649,999","48,474",27,23,74,52,22,78,63,44,56,64
A. Leautey,"800,000","2,095,766",22,30,83,63,18,56,62,62,62,60
N. Landgraf,"675,000","2,482,450",23,64,78,61,62,75,49,49,61,27
B. Saka,"1,199,999","6,013,515",17,29,83,60,40,50,59,60,63,44
S. Al Jaman,"675,000","5,946,946",25,20,76,61,17,74,62,63,58,48
W. Marinus,"725,000","184,022",24,36,69,63,30,58,70,66,52,62
J. Mills,"424,999","291,982",29,60,74,58,60,71,58,66,67,67
A. Østbø,"474,999","495,432",27,10,57,22,25,54,16,13,15,8
K. Guédé,"350,000","3,845,754",34,52,36,64,59,51,63,46,48,34
S. Ibeagha,"550,000","17,472,870",27,66,38,65,55,67,20,29,30,28
Mayoral,"874,999","793,820",21,34,87,59,21,44,51,67,67,63
K. Eisele,"625,000","1,518,507",23,9,39,16,13,40,2,13,8,13
O. Verdon,"649,999","1,282,280",23,67,44,52,62,72,31,34,30,28
S. Olsson,"874,999","273,718",21,54,60,74,51,37,48,54,57,42
P. Gladon,"675,000","503,595",26,20,54,54,29,71,66,64,43,51
C. Pickel,"1,100,000","2,562,613",21,58,61,66,60,74,56,38,56,40
J. Sargent,"1,100,000","179,524",19,21,76,56,38,64,60,62,43,56
K. Hashimoto,"700,000","2,200,676",25,56,67,66,65,54,65,54,62,56
G. Melkadze,"849,999","1,023,718",21,32,72,64,45,71,64,47,52,48
A. Palavecino,"800,000","635,109",22,43,76,67,21,52,58,60,61,57
N. Korzun,"750,000","1,326,402",24,61,59,72,66,62,48,30,49,30
J. Riley,"725,000","4,229,290",22,61,64,63,59,64,55,55,66,63
O. Marciano,"450,000","992,932",29,11,33,27,16,50,19,17,12,17
A. Butler,"159,999","111,969",35,64,54,51,60,72,25,17,41,27
O. Cissé,"499,999","563,993",27,55,33,64,65,67,42,40,44,42
B. Al Nakhli,"400,000","2,843,937",30,67,67,54,62,74,35,23,57,31
Yoon Bit Garam,"524,999","1,992,068",28,47,72,65,64,66,67,64,62,68
T. Holý,"499,999","339,369",27,25,35,18,15,48,9,20,13,14
J. Serrano,"924,999","349,132",21,68,57,60,59,57,55,49,63,40
R. Seigers,"725,000","23,364,122",21,66,59,55,64,63,31,41,52,26
G. Fechner,"849,999","1,195,459",21,59,64,69,64,66,43,34,41,40
A. Borysiuk,"550,000","92,826",27,62,72,62,65,84,56,56,57,57
K. Sheppard,"575,000","320,782",28,16,76,59,30,79,61,60,62,50
Junio,"750,000","150,375",22,66,63,68,64,56,60,48,66,36
C. Martinez,"725,000","16,285",22,42,77,62,42,60,59,60,60,57
P. Yrizar,"750,000","787,056",21,16,65,70,25,64,60,40,58,32
Hwang In Beom,"725,000","164,704",22,49,56,67,60,56,63,48,47,37
M. Johnston,"1,199,999","389,560",19,25,86,60,20,51,53,59,63,44
S. Romero,"550,000","827,704",30,14,66,65,34,53,63,69,67,57
B. Shea,"550,000","2,078,506",29,59,79,62,63,64,64,72,59,64
J. Thomassen,"700,000","135,243",25,17,68,54,11,65,65,54,40,27
Gao Zhunyi,"725,000","2,499,901",23,58,73,65,64,68,40,43,59,49
U. Garcia,"649,999","352,744",23,64,63,59,62,62,45,39,61,31
J. Welsh,"159,999","381,056",35,63,41,64,66,71,47,47,53,49
L. Brown,"450,000","1,309,317",28,62,64,62,58,78,49,64,61,62
M. Bülter,"675,000","1,629,846",25,33,69,60,28,44,66,63,65,40
A. Hanche-Olsen,"700,000","2,011,432",22,63,57,57,65,73,46,42,52,29
A. Diallo,"774,999","535,061",23,15,66,54,12,80,64,49,34,42
C. Mandouki,"625,000","1,163,740",27,64,60,65,65,66,63,56,59,38
J. Godínez,"849,999","2,688,529",22,25,54,56,26,63,60,57,52,27
E. Iyoha,"975,000","896,660",21,13,72,54,16,60,65,60,58,40
J. Cano,"120,000","9,492,846",36,67,66,66,66,63,57,33,65,59
C. Klem,"499,999","946,116",27,57,85,58,60,61,54,61,60,54
I. Paro,"625,000","881,687",24,62,39,65,60,55,28,21,58,28
Iury,"800,000","633,794",23,21,61,57,19,55,66,34,35,27
J. Pohl,"924,999","1,054,375",22,22,74,60,24,66,72,37,58,34
A. Kolev,"700,000","387,355",26,32,73,59,43,64,61,61,43,50
Brugui,"800,000","462,304",22,48,85,62,40,67,63,58,55,57
F. Knudsen,"849,999","4,158,495",22,64,43,54,64,77,21,23,31,23
C. Laprevotte,"575,000","184,919",26,61,68,68,61,63,55,46,55,43
T. Hopper,"700,000","307,979",25,14,69,56,17,79,68,42,44,30
H. Dahmani,"499,999","1,976,659",31,32,78,64,38,63,68,45,54,44
J. Ness,"599,999","838,077",28,59,70,63,62,65,58,53,62,58
O. Eddahri,"575,000","321,897",28,33,78,60,35,45,63,68,57,59
A. Corsi,"524,999","3,527,638",29,62,74,66,60,70,58,60,67,58
A. Falatah,"149,999","1,072,297",35,62,65,64,64,72,64,58,63,59
César Ortiz,"424,999","253,231",30,62,56,60,65,79,22,40,50,37
J. Toivio,"400,000","2,603,823",30,59,53,58,61,76,35,64,55,63
D. Baumann,"725,000","287,742",23,23,66,59,23,77,67,51,46,32
S. Wagstaff,"550,000","940,876",28,57,77,56,57,76,62,61,67,42
João Moutinho,"1,100,000","596,461",21,64,48,62,67,72,22,28,55,27
N. Medvedev,"599,999","618,416",24,13,22,28,14,31,6,11,14,13
D. Charles,"400,000","1,787,309",31,60,60,56,58,75,48,53,46,33
A. Ndom,"725,000","1,966,220",22,58,57,67,66,69,57,44,39,44
C. Doidge,"675,000","409,275",26,20,60,51,26,81,67,34,38,25
L. Tipton,"474,999","811,489",26,58,67,62,61,63,50,64,62,66
S. Arai,"375,000","231,409",30,12,62,21,11,64,7,13,13,14
S. Payne,"599,999","2,629,041",27,30,77,55,32,62,65,41,50,36
Pité,"599,999","6,793,425",24,64,58,62,64,63,66,56,62,41
R. van der Meer,"599,999","8,188,370",24,60,48,62,62,61,52,54,67,40
B. Close,"924,999","729,744",22,59,70,73,62,60,54,45,56,43
Yang Zhi,"130,000","2,197,617",36,11,67,14,16,74,13,23,20,20
Y. Maruhashi,"450,000","1,112,710",28,66,79,69,55,62,63,64,69,67
E. Miller,"550,000","1,043,161",26,60,66,60,60,80,62,33,60,39
D. Gape,"700,000","136,951",24,63,70,65,63,74,55,52,58,43
R. McLaughlin,"750,000","1,118,240",24,63,74,62,56,82,58,58,64,41
E. Ampadu,"1,100,000","1,027,541",18,65,56,70,62,74,29,34,27,27
J. Chapman,"649,999","1,551,288",25,53,64,66,52,72,62,62,49,52
Markel Areitio,"725,000","229,707",22,11,50,15,16,62,13,11,18,15
D. Dankerlui,"675,000","550,116",22,64,72,64,63,73,48,49,55,37
B. Tuiloma,"625,000","620,848",23,64,49,64,66,60,51,33,55,32
A. Ibsen Rømer,"700,000","785,017",25,68,69,66,64,65,64,58,66,43
M. Ingram,"550,000","352,106",25,11,57,19,11,57,10,11,19,14
Lucas Marques,"675,000","1,477,362",23,64,63,70,59,82,49,47,47,39
N. Briasco,"874,999","1,630,624",23,22,68,56,20,61,60,44,39,38
J. Sabbatini,"499,999","1,026,868",30,52,72,67,58,49,66,62,61,57
B. Youssouf,"599,999","1,979,430",25,64,61,59,66,70,41,45,62,32
J. Rodríguez,"675,000","3,210,596",26,48,74,72,37,66,68,37,50,45
J. Mendes,"575,000","130,651",27,19,66,56,38,71,65,59,51,57
A. Díaz,"774,999","380,235",23,27,75,58,25,73,66,59,55,48
E. Ebanks-Landell,"524,999","643,324",26,64,54,52,62,68,33,32,51,22
J. Thorniley,"849,999","99,949",22,64,52,58,62,73,31,32,50,29
D. Poleon,"725,000","495,228",25,19,70,58,15,58,63,53,35,33
T. Schrammel,"400,000","1,511,335",31,62,72,64,62,83,54,71,65,38
A. Kampetsis,"900,000","3,304,050",19,18,65,55,21,65,67,38,35,28
Q. Maceiras,"700,000","1,254,649",23,58,69,62,58,72,62,57,59,45
D. Szoboszlai,"1,100,000","1,840,205",18,24,74,62,25,72,58,75,67,76
Zhao Yuhao,"625,000","460,447",25,62,57,62,65,73,57,35,34,36
E. Córdoba,"599,999","2,059,624",25,63,70,58,52,73,48,30,67,35
B. Dia,"874,999","503,431",22,14,58,56,22,64,63,46,36,42
P. Hoffmann,"625,000","5,618,544",26,19,61,59,40,74,58,39,58,47
F. Rogic,"675,000","3,119,048",25,62,74,65,58,71,62,57,58,47
C. Mosca,"550,000","1,093,398",27,64,76,68,58,68,55,45,59,46
G. Cummins,"524,999","6,980,764",31,26,69,58,46,85,68,56,49,35
J. Clauss,"550,000","462,478",26,63,64,62,58,62,51,42,66,34
L. Prosser,"400,000","67,971",30,62,56,55,63,71,23,19,30,29
M. O'Connor,"499,999","432,953",31,55,66,68,62,51,58,64,59,72
A. N'Diaye,"575,000","632,206",27,16,92,59,32,80,64,54,55,57
A. Gerbo,"550,000","673,434",29,59,82,58,65,72,58,70,66,32
S. Lawson,"625,000","1,137,615",24,60,78,68,63,76,39,66,42,64
Fran Manzanara,"774,999","1,458,416",22,63,65,71,65,71,47,34,46,32
I. Voca,"849,999","878,344",21,67,65,64,64,76,51,39,43,42
G. Rólantsson Sørensen,"649,999","775,460",26,59,65,65,57,73,60,57,64,29
N. Miatke,"550,000","3,267,639",29,63,80,62,60,77,56,69,66,61
A. Chicksen,"524,999","992,014",27,63,62,63,62,62,51,52,64,29
F. Ponce,"499,999","479,539",30,44,70,66,46,56,62,57,57,67
C. McHugh,"550,000","5,578,636",26,61,73,63,62,83,46,60,57,61
R. Ruiz,"299,999","908,710",33,61,73,64,60,51,55,63,67,65
L. Meisl,"725,000","698,508",20,63,41,53,62,76,22,22,31,25
L. de la Torre,"800,000","2,210,449",20,31,73,66,31,54,63,53,50,48
J. Hiwula,"599,999","460,895",24,24,90,57,21,61,60,50,56,36
R. Atassi,"450,000","1,177,188",27,62,64,57,61,80,35,33,50,23
Y. Opazo,"170,000","1,367,451",34,49,65,56,71,45,59,65,71,70
N. Devlin,"450,000","1,685,509",25,61,71,56,57,68,57,55,60,43
A. De Bruyn,"575,000","288,708",24,29,72,63,27,71,62,62,56,64
P. Tietz,"649,999","432,121",21,23,62,62,25,68,63,28,31,25
S. Dooley,"474,999","1,255,216",27,34,67,59,40,48,59,56,64,56
A. Rufer,"599,999","876,936",22,51,73,64,55,58,60,53,57,59
B. Kwiecień,"524,999","7,612,939",24,62,62,64,64,67,57,40,38,34
T. Danneberg,"400,000","899,148",32,60,65,65,63,74,64,63,58,60
Y. Rokutan,"324,999","2,910,900",31,12,39,16,9,64,7,14,12,13
C. Vergara,"625,000","1,049,386",24,57,52,62,70,74,25,38,50,42
M. López,"774,999","621,564",19,67,69,65,58,61,44,58,62,51
M. Breij,"800,000","17,569,270",22,34,70,64,36,55,61,61,60,58
Júnior Tavares,"725,000","3,461,364",22,60,78,54,58,58,52,35,64,36
Marcel,"499,999","593,415",26,65,59,69,56,68,48,48,39,32
E. Pantelakis,"575,000","138,847",24,62,48,58,62,70,28,29,29,29
B. Gschweidl,"599,999","247,313",23,21,69,49,18,76,66,37,32,32
J. Ockford,"450,000","1,359,317",26,60,42,52,69,72,22,26,25,27
N. Neidhart,"524,999","676,308",24,58,75,59,60,71,57,28,65,27
D. Orgill,"474,999","51,735",29,35,68,54,16,75,64,37,28,32
D. Stroh-Engel,"350,000","2,758,639",33,23,35,57,29,34,64,55,31,52
M. Bravo,"474,999","735,781",26,61,80,52,59,59,50,72,53,74
D. Wein,"499,999","363,607",25,57,69,65,66,76,47,73,49,68
M. Tootle,"375,000","3,371,586",28,60,81,59,62,92,53,51,62,50
F. Aksoy,"675,000","2,245,487",21,61,57,52,61,52,41,33,39,29
G. Diangana,"999,999","1,136,299",20,23,79,58,27,59,57,52,56,49
Mateus Couteira,"139,999","239,770",35,68,63,62,65,68,44,50,54,44
R. Steer,"159,999","2,917,178",36,13,51,62,15,69,60,49,47,63
M. Albertazzi,"375,000","3,156,562",28,69,55,57,66,75,39,55,56,45
D. Forde,"30,000","7,794,588",39,19,33,29,25,68,15,20,19,13
Jiang Tao,"350,000","197,628",29,58,59,64,62,57,51,43,68,35
J. Marimón,"649,999","1,042,248",20,68,70,55,70,65,31,35,45,33
N. Tkalčić,"350,000","191,952",29,62,74,58,51,69,56,62,65,65
Mao Jianqing,"400,000","1,085,554",32,17,65,60,13,73,67,52,61,48
E. Lomotey,"575,000","980,066",21,63,58,65,60,62,37,48,45,43
R. Hayasaka,"350,000","65,843",33,34,67,69,27,82,59,63,68,57
H. Hansen,"499,999","2,496,326",24,62,40,52,54,59,25,23,26,21
L. Diaby Fadiga,"900,000","476,627",18,22,60,61,15,60,59,49,49,59
P. Owusu,"675,000","609,818",22,26,50,50,32,63,63,30,36,31
C. Mueller,"774,999","561,047",22,12,72,62,15,65,62,46,53,31
F. Assmann,"260,000","219,475",32,20,39,17,22,66,17,12,16,17
G. Ruggiero,"849,999","3,605,158",19,60,62,65,61,66,58,48,51,39
S. Skytte,"649,999","1,217,221",22,59,52,66,63,54,56,53,50,30
N. Mason,"550,000","130,809",22,61,67,64,63,65,62,56,65,49
S. Luna,"324,999","3,206,787",31,56,72,55,58,66,60,71,75,77
S. Londoño,"550,000","22,058",24,12,37,26,19,56,18,11,19,19
T. Endoh,"550,000","44,299",25,47,73,65,45,54,57,63,61,37
G. Felicioli,"700,000","27,186",21,63,71,63,56,62,57,64,70,48
J. Mårtensson,"424,999","315,282",30,59,69,64,67,75,55,58,56,43
K. Rendón,"550,000","3,951,684",26,55,71,67,59,57,64,67,63,70
P. Breitkreuz,"550,000","2,466,857",27,18,59,54,15,67,61,38,27,32
J. Cortizo,"675,000","174,279",22,55,84,65,45,58,53,55,63,54
G. Wegkamp,"599,999","2,365,216",25,28,51,61,27,58,62,38,52,46
P. Wiegers,"375,000","190,185",28,19,36,23,18,70,11,12,12,13
Lee Yun Pyo,"179,999","426,619",34,67,60,49,61,72,13,44,43,38
A. Absalem,"575,000","1,291,324",21,66,68,58,65,58,40,40,56,33
J. McKeown,"324,999","571,352",29,13,40,30,19,59,11,11,16,14
Mairdel Sampaio,"424,999","393,825",31,20,72,59,59,65,56,62,44,58
J. Bond,"424,999","499,588",25,17,56,33,23,71,13,14,11,13
P. Prosenik,"575,000","2,598,439",26,28,52,59,23,69,65,54,41,36
G. Ortiz,"299,999","1,314,638",29,12,34,19,8,51,7,12,11,12
T. Knöll,"700,000","449,786",21,17,65,54,19,66,65,47,32,40
Cho Sung Hwan,"60,000","265,021",36,58,39,56,56,80,23,29,26,34
R. Porteous,"874,999","2,763,944",19,65,41,47,59,72,26,22,23,23
S. Roa,"599,999","321,844",23,65,75,57,64,68,42,45,49,30
S. Mallan,"750,000","159,431",22,56,73,63,56,69,62,64,56,70
A. Stølås,"350,000","1,308,221",29,60,75,64,57,76,58,68,68,66
B. Uaferro,"474,999","333,887",27,57,57,51,52,73,25,32,39,43
F. Kastrati,"550,000","72,040",27,36,76,57,48,81,59,54,53,42
F. Henríquez,"625,000","736,238",23,64,68,66,68,68,58,55,57,58
Henrique,"524,999","1,255,370",24,68,59,53,62,61,55,58,60,52
D. Niepsuj,"524,999","620,971",23,63,69,58,58,69,49,56,63,34
I. Colman,"649,999","448,641",23,40,84,72,48,64,59,54,47,52
J. Thiaré,"575,000","860,090",25,18,81,58,12,68,65,44,47,30
B. Olejnik,"269,999","2,073,630",32,11,43,31,25,61,16,11,14,12
A. Tanaka,"424,999","2,251,403",31,54,87,62,52,69,64,54,58,62
D. Amoo,"474,999","243,654",27,36,86,55,33,63,59,50,64,43
M. Pietrowski,"324,999","2,082,090",31,63,66,67,62,65,61,59,55,58
J. Eskesen,"750,000","1,504,251",19,55,82,66,59,54,68,45,55,37
G. Middleton,"924,999","2,302,872",19,25,84,54,19,38,57,63,65,52
M. Firenze,"550,000","1,218,781",25,21,69,69,19,72,62,56,30,33
A. McCormack,"139,999","168,437",35,62,54,65,63,74,49,54,51,49
G. Treand,"350,000","886,750",33,30,67,68,38,68,68,63,57,65
P. Martínez,"774,999","2,486,784",22,25,75,58,22,50,56,55,62,53
O. Álvarez,"675,000","3,125,933",23,16,69,63,15,78,54,60,39,34
K. Pallesen,"350,000","1,335,673",28,58,68,58,58,48,65,60,66,27
J. Forster,"499,999","856,979",25,58,48,55,59,75,36,36,50,30
M. Kuttin,"400,000","4,833,057",25,21,26,32,19,32,6,24,12,13
Shin Kwang Hoon,"299,999","188,434",31,63,66,64,63,74,55,51,63,49
Park Won Jae,"130,000","522,540",34,66,83,58,64,79,52,55,59,34
A. Lomovitskiy,"999,999","330,420",21,46,71,66,21,44,57,51,61,42
F. Piovaccari,"279,999","2,141,784",34,28,48,53,41,73,73,61,48,49
N. Rasskazov,"675,000","1,157,476",21,65,69,62,60,64,50,40,60,34
E. Zambataro,"599,999","493,990",20,59,68,61,56,70,57,58,64,47
D. Hashioka,"675,000","223,626",19,37,60,60,45,70,62,60,62,31
J. Deminguet,"800,000","1,664,643",21,60,64,69,59,51,58,60,65,67
K. Coulibaly,"550,000","18,267,695",25,42,75,63,43,59,64,53,63,41
M. Buchalik,"299,999","1,136,254",30,22,36,35,23,52,15,12,21,12
D. Lovren,"975,000","453,664",20,24,79,59,20,34,62,58,60,34
B. Kallman,"450,000","308,515",28,56,41,64,64,70,39,32,32,31
G. Morris,"179,999","156,732",35,24,56,29,17,67,14,13,20,15
D. Daniels,"499,999","6,483,804",25,66,38,49,59,72,32,36,30,23
G. Fuentes,"599,999","543,570",22,64,73,58,65,65,48,43,50,25
S. Peszko,"269,999","277,430",34,45,68,67,42,70,62,66,64,58
Jordi Escobar,"900,000","4,598,538",17,16,51,54,13,63,64,44,51,36
T. Oakley-Boothe,"924,999","4,172,916",19,55,53,71,61,59,56,56,48,55
M. Anderson,"774,999","292,675",20,33,79,56,22,44,59,45,51,36
T. Pearce,"900,000","3,117,528",20,64,76,64,63,64,57,64,67,55
S. Sarr,"625,000","975,110",22,53,45,64,60,74,61,36,51,46
P. Charruau,"424,999","612,169",25,15,37,18,24,58,8,15,10,12
H. Anderson,"774,999","132,071",22,36,81,58,35,43,60,44,57,43
F. Di Mariano,"625,000","1,770,669",22,25,68,62,30,50,61,66,59,41
G. Puel,"424,999","547,090",27,63,66,61,62,77,51,58,62,34
M. Chudý,"299,999","489,891",29,10,35,24,7,54,5,10,10,12
Andújar,"474,999","743,142",27,65,48,54,60,62,21,29,56,18
Kaká,"474,999","1,755,902",27,43,72,66,49,55,64,60,60,55
A. Wordsworth,"424,999","831,824",30,45,59,65,48,50,64,65,65,66
N. Gil,"700,000","1,791,152",21,61,62,58,62,68,51,45,56,40
Hu Yanqiang,"550,000","372,392",25,36,91,64,62,52,62,42,53,41
A. Noppert,"424,999","855,781",24,13,40,20,16,66,15,41,14,14
M. Exslager,"474,999","1,597,442",28,35,73,55,32,81,62,53,61,44
A. Al Joui,"625,000","512,293",24,24,73,60,20,47,61,70,62,51
P. Brożek,"210,000","707,707",35,22,64,63,30,66,71,54,58,51
Diego Alende,"649,999","1,124,171",21,71,32,61,69,78,28,26,26,26
M. Aebischer,"774,999","602,699",22,54,66,65,55,64,58,44,58,39
J. Stacey,"599,999","206,036",22,61,73,63,59,52,60,51,63,37
W. Palacios,"599,999","110,250",24,22,78,54,20,63,61,37,57,25
A. Al Mutairi,"350,000","888,949",32,19,78,68,19,65,62,50,55,46
S. Ingolitsch,"499,999","975,015",21,60,62,59,62,70,48,30,62,40
J. Welzmüller,"375,000","1,651,097",29,65,59,49,59,70,27,24,24,26
S. Jurado,"824,999","856,903",21,10,42,27,10,62,6,10,10,13
S. Wharton,"725,000","8,151,904",21,61,57,62,58,73,26,26,26,28
J. Tosik,"299,999","219,372",31,68,70,62,62,74,56,56,55,39
D. Rose,"424,999","4,611,582",31,58,76,67,61,73,57,62,56,59
C. Greger,"524,999","14,707,360",22,59,49,44,60,74,27,26,27,27
V. Jónsson,"524,999","1,364,887",24,66,75,57,61,59,58,56,58,32
Vagnão Junior,"499,999","2,186,854",27,31,91,62,31,52,62,66,72,65
A. Moreno,"575,000","906,819",23,64,71,58,63,72,70,47,56,25
F. Lanzillotta,"424,999","2,564,501",26,15,25,28,11,66,15,20,18,12
R. Sánchez,"179,999","3,142,403",35,14,38,26,24,60,13,16,15,16
L. Quezada,"599,999","287,647",23,59,64,64,58,47,61,42,75,51
J. Díaz Price,"975,000","302,114",20,54,61,60,19,43,57,59,62,64
R. Allsop,"400,000","1,008,160",26,11,48,35,28,48,13,14,15,12
K. Fickentscher,"350,000","2,938,377",30,19,52,13,22,66,13,15,20,12
A. Al Kassar,"299,999","4,159,423",27,17,36,23,20,67,18,17,15,15
A. Stewart,"450,000","3,241,546",26,63,66,50,62,73,28,27,42,24
S. Pinas,"675,000","456,125",20,63,74,64,62,84,51,47,43,38
O. Sangante,"474,999","480,430",28,58,61,68,65,59,54,42,48,35
B. Bye,"450,000","1,476,548",28,15,59,60,18,65,63,47,57,33
I. Berezovskyi,"350,000","1,301,842",28,12,31,33,12,69,12,15,19,13
I. Aliseda,"924,999","476,353",18,47,75,64,26,56,60,47,58,40
P. Leciejewski,"230,000","2,069,511",33,9,57,29,22,57,11,15,10,11
N. Oroz,"599,999","2,002,303",24,45,81,68,58,35,53,55,64,49
A. Bruno,"219,999","256,242",35,56,60,63,65,43,51,52,56,49
F. Torres,"400,000","309,319",29,58,48,65,48,66,29,32,41,29
Rafael Dumas,"575,000","5,185,767",23,62,45,39,66,68,34,33,39,31
M. Özyıldırım,"575,000","130,823",24,63,64,61,63,70,42,30,27,28
C. Freitag,"375,000","93,430",29,58,63,65,62,49,56,42,46,23
T. Yonemoto,"474,999","4,964,260",28,63,68,63,66,59,58,41,62,52
F. Tingager,"499,999","696,487",26,60,30,52,56,48,29,30,40,21
M. Sarr,"524,999","77,459",24,60,66,63,62,70,26,39,48,38
L. Balerdi,"874,999","3,185,375",20,65,47,60,64,70,30,33,35,30
G. Alanís,"625,000","6,446,705",24,45,73,61,49,62,64,55,60,56
O. Skipp,"800,000","613,658",18,57,57,70,61,61,44,48,52,42
