Play_Id,Ls,St,Rs,Lw,Lf,Cf,Rf,Rw,Lam,Cam,Ram,Lm,Lcm,Cm,Rcm,Rm,Lwb,Ldm,Cdm,Rdm,Rwb,Lb,Lcb,Cb,Rcb,Rb,Original_Position
216416,58+2,58+2,58+2,64+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,67+2,66+2,66+2,66+2,67+2,"RB,CB"
138336,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,62+2,62+2,62+2,62+2,62+2,60+2,59+2,59+2,59+2,60+2,CAM
184927,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,61+2,61+2,61+2,68+2,57+2,52+2,52+2,52+2,57+2,55+2,47+2,47+2,47+2,55+2,"LW,RW"
227932,56+2,56+2,56+2,54+2,55+2,55+2,55+2,54+2,56+2,56+2,56+2,57+2,62+2,62+2,62+2,57+2,64+2,68+2,68+2,68+2,64+2,64+2,68+2,68+2,68+2,64+2,"CDM,CB,CM"
215388,46+2,46+2,46+2,55+2,51+2,51+2,51+2,55+2,53+2,53+2,53+2,59+2,56+2,56+2,56+2,59+2,67+2,62+2,62+2,62+2,67+2,67+2,62+2,62+2,62+2,67+2,RB
179547,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
227163,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
241498,65+2,65+2,65+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,68+2,60+2,60+2,60+2,68+2,56+2,51+2,51+2,51+2,56+2,53+2,46+2,46+2,46+2,53+2,"LM,LW"
230490,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,60+2,59+2,59+2,59+2,60+2,58+2,51+2,51+2,51+2,58+2,CAM
215130,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
216665,47+2,47+2,47+2,45+2,45+2,45+2,45+2,45+2,46+2,46+2,46+2,47+2,52+2,52+2,52+2,47+2,59+2,63+2,63+2,63+2,59+2,61+2,67+2,67+2,67+2,61+2,CB
148569,53+2,53+2,53+2,46+2,48+2,48+2,48+2,46+2,46+2,46+2,46+2,46+2,50+2,50+2,50+2,46+2,55+2,60+2,60+2,60+2,55+2,57+2,67+2,67+2,67+2,57+2,CB
146521,55+2,55+2,55+2,61+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,68+2,66+2,66+2,66+2,68+2,67+2,64+2,64+2,64+2,67+2,"LB,LWB"
210521,68+2,68+2,68+2,62+2,64+2,64+2,64+2,62+2,60+2,60+2,60+2,62+2,57+2,57+2,57+2,62+2,49+2,47+2,47+2,47+2,49+2,47+2,44+2,44+2,44+2,47+2,ST
184664,52+2,52+2,52+2,48+2,49+2,49+2,49+2,48+2,50+2,50+2,50+2,49+2,54+2,54+2,54+2,49+2,56+2,62+2,62+2,62+2,56+2,57+2,67+2,67+2,67+2,57+2,CB
183640,41+2,41+2,41+2,36+2,38+2,38+2,38+2,36+2,38+2,38+2,38+2,38+2,43+2,43+2,43+2,38+2,51+2,57+2,57+2,57+2,51+2,55+2,68+2,68+2,68+2,55+2,CB
179800,61+2,61+2,61+2,65+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,66+2,63+2,63+2,63+2,66+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2,RB
241496,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,57+2,57+2,57+2,65+2,49+2,45+2,45+2,45+2,49+2,47+2,42+2,42+2,42+2,47+2,"ST,LW"
224344,67+2,67+2,67+2,63+2,66+2,66+2,66+2,63+2,64+2,64+2,64+2,62+2,58+2,58+2,58+2,62+2,43+2,43+2,43+2,43+2,43+2,40+2,38+2,38+2,38+2,40+2,"ST,LW"
223064,50+2,50+2,50+2,43+2,45+2,45+2,45+2,43+2,45+2,45+2,45+2,45+2,49+2,49+2,49+2,45+2,55+2,59+2,59+2,59+2,55+2,58+2,67+2,67+2,67+2,58+2,CB
157528,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,65+2,65+2,65+2,68+2,64+2,61+2,61+2,61+2,64+2,63+2,58+2,58+2,58+2,63+2,"LM,CM,RM"
196952,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2,"LB,LWB"
169815,68+2,68+2,68+2,63+2,63+2,63+2,63+2,63+2,62+2,62+2,62+2,61+2,57+2,57+2,57+2,61+2,47+2,49+2,49+2,49+2,47+2,45+2,48+2,48+2,48+2,45+2,ST
227159,67+2,67+2,67+2,63+2,66+2,66+2,66+2,63+2,63+2,63+2,63+2,61+2,55+2,55+2,55+2,61+2,45+2,45+2,45+2,45+2,45+2,44+2,44+2,44+2,44+2,44+2,ST
223575,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,59+2,59+2,59+2,59+2,59+2,56+2,52+2,52+2,52+2,56+2,"CM,CAM"
215383,54+2,54+2,54+2,60+2,57+2,57+2,57+2,60+2,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,67+2,66+2,66+2,66+2,67+2,68+2,67+2,67+2,67+2,68+2,LB
210263,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,68+2,63+2,63+2,63+2,68+2,60+2,56+2,56+2,56+2,60+2,57+2,51+2,51+2,51+2,57+2,"LM,RM"
200535,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,64+2,65+2,65+2,65+2,64+2,62+2,60+2,60+2,60+2,62+2,"CM,CDM,CAM"
183382,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,62+2,64+2,64+2,64+2,62+2,66+2,68+2,68+2,68+2,66+2,66+2,68+2,68+2,68+2,66+2,CDM
239446,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,67+2,61+2,61+2,61+2,67+2,51+2,47+2,47+2,47+2,51+2,48+2,40+2,40+2,40+2,48+2,RM
163670,53+2,53+2,53+2,59+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,61+2,62+2,62+2,62+2,61+2,67+2,67+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,CB
220246,44+2,44+2,44+2,43+2,42+2,42+2,42+2,43+2,43+2,43+2,43+2,47+2,50+2,50+2,50+2,47+2,61+2,63+2,63+2,63+2,61+2,63+2,67+2,67+2,67+2,63+2,CB
230228,43+2,43+2,43+2,41+2,40+2,40+2,40+2,41+2,41+2,41+2,41+2,43+2,47+2,47+2,47+2,43+2,59+2,61+2,61+2,61+2,59+2,62+2,68+2,68+2,68+2,62+2,CB
210004,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,67+2,65+2,65+2,65+2,67+2,"RB,CM"
200532,59+2,59+2,59+2,67+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,69+2,66+2,66+2,66+2,69+2,67+2,61+2,61+2,61+2,67+2,"LB,LM"
243282,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,64+2,64+2,64+2,68+2,60+2,57+2,57+2,57+2,60+2,58+2,53+2,53+2,53+2,58+2,LM
223570,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,68+2,66+2,66+2,66+2,68+2,67+2,64+2,64+2,64+2,67+2,"CM,CAM"
196946,55+2,55+2,55+2,61+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,68+2,67+2,67+2,67+2,68+2,67+2,66+2,66+2,66+2,67+2,LB
237649,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
229201,56+2,56+2,56+2,59+2,58+2,58+2,58+2,59+2,62+2,62+2,62+2,62+2,67+2,67+2,67+2,62+2,65+2,69+2,69+2,69+2,65+2,64+2,66+2,66+2,66+2,64+2,"CM,CDM"
223313,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,66+2,"CDM,CAM"
3665,63+2,63+2,63+2,64+2,66+2,66+2,66+2,64+2,68+2,68+2,68+2,63+2,67+2,67+2,67+2,63+2,54+2,60+2,60+2,60+2,54+2,52+2,53+2,53+2,53+2,52+2,"CAM,CM"
189776,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,61+2,61+2,61+2,67+2,51+2,48+2,48+2,48+2,51+2,48+2,43+2,43+2,43+2,48+2,"RM,ST"
236624,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,67+2,60+2,59+2,59+2,59+2,60+2,59+2,56+2,56+2,56+2,59+2,"RM,CAM"
229456,54+2,54+2,54+2,60+2,58+2,58+2,58+2,60+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,67+2,64+2,64+2,64+2,67+2,67+2,65+2,65+2,65+2,67+2,"RB,RM"
196688,53+2,53+2,53+2,58+2,56+2,56+2,56+2,58+2,56+2,56+2,56+2,59+2,58+2,58+2,58+2,59+2,66+2,62+2,62+2,62+2,66+2,67+2,64+2,64+2,64+2,67+2,"RB,RWB"
193359,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
162891,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,68+2,68+2,66+2,65+2,65+2,65+2,66+2,CM
238922,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,63+2,63+2,63+2,66+2,"CM,CAM"
173130,63+2,63+2,63+2,71+2,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,68+2,68+2,68+2,71+2,67+2,64+2,64+2,64+2,67+2,64+2,58+2,58+2,58+2,64+2,"CM,CDM"
203850,49+2,49+2,49+2,50+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,53+2,56+2,56+2,56+2,53+2,61+2,64+2,64+2,64+2,61+2,63+2,68+2,68+2,68+2,63+2,"CB,CDM"
203594,68+2,68+2,68+2,66+2,68+2,68+2,68+2,66+2,68+2,68+2,68+2,67+2,70+2,70+2,70+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,64+2,64+2,64+2,66+2,CDM
193097,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,60+2,60+2,60+2,60+2,60+2,66+2,66+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,"CB,CDM,LB"
240201,61+2,61+2,61+2,67+2,65+2,65+2,65+2,67+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2,"CM,CDM,CAM"
170569,68+2,68+2,68+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,65+2,57+2,57+2,57+2,65+2,52+2,47+2,47+2,47+2,52+2,49+2,45+2,45+2,45+2,49+2,ST
213321,67+2,67+2,67+2,63+2,64+2,64+2,64+2,63+2,61+2,61+2,61+2,61+2,57+2,57+2,57+2,61+2,54+2,53+2,53+2,53+2,54+2,52+2,54+2,54+2,54+2,52+2,ST
203593,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,67+2,64+2,64+2,64+2,67+2,66+2,61+2,61+2,61+2,66+2,"CM,CAM"
229448,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,63+2,56+2,56+2,56+2,63+2,44+2,42+2,42+2,42+2,44+2,42+2,39+2,39+2,39+2,42+2,"ST,RM"
211272,57+2,57+2,57+2,58+2,55+2,55+2,55+2,58+2,55+2,55+2,55+2,60+2,58+2,58+2,58+2,60+2,68+2,65+2,65+2,65+2,68+2,68+2,67+2,67+2,67+2,68+2,LB
204616,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2,"RB,RM"
237895,64+2,64+2,64+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,68+2,56+2,52+2,52+2,52+2,56+2,52+2,44+2,44+2,44+2,52+2,"LM,RM"
237383,46+2,46+2,46+2,42+2,44+2,44+2,44+2,42+2,43+2,43+2,43+2,44+2,48+2,48+2,48+2,44+2,57+2,59+2,59+2,59+2,57+2,60+2,67+2,67+2,67+2,60+2,CB
234054,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
229702,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,60+2,60+2,60+2,67+2,47+2,44+2,44+2,44+2,47+2,43+2,36+2,36+2,36+2,43+2,"LW,ST,RW"
222278,49+2,49+2,49+2,58+2,55+2,55+2,55+2,58+2,58+2,58+2,58+2,62+2,61+2,61+2,61+2,62+2,68+2,66+2,66+2,66+2,68+2,67+2,63+2,63+2,63+2,67+2,"RWB,RB,RM"
231749,53+2,53+2,53+2,59+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,67+2,65+2,65+2,65+2,67+2,67+2,66+2,66+2,66+2,67+2,"RB,RM"
223045,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,68+2,67+2,67+2,67+2,68+2,67+2,65+2,65+2,65+2,67+2,"LB,LWB"
213573,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
194372,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
184900,56+2,56+2,56+2,55+2,55+2,55+2,55+2,55+2,53+2,53+2,53+2,56+2,55+2,55+2,55+2,56+2,63+2,62+2,62+2,62+2,63+2,64+2,68+2,68+2,68+2,64+2,CB
193092,61+2,61+2,61+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,68+2,61+2,61+2,61+2,68+2,51+2,47+2,47+2,47+2,51+2,47+2,34+2,34+2,34+2,47+2,"RW,LW"
238660,54+2,54+2,54+2,59+2,56+2,56+2,56+2,59+2,55+2,55+2,55+2,61+2,56+2,56+2,56+2,61+2,67+2,62+2,62+2,62+2,67+2,68+2,65+2,65+2,65+2,68+2,RB
232004,45+2,45+2,45+2,41+2,42+2,42+2,42+2,41+2,43+2,43+2,43+2,44+2,48+2,48+2,48+2,44+2,58+2,61+2,61+2,61+2,58+2,61+2,68+2,68+2,68+2,61+2,"CB,RB"
163396,68+2,68+2,68+2,64+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,63+2,57+2,57+2,57+2,63+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2,ST
205892,68+2,68+2,68+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,66+2,55+2,53+2,53+2,53+2,55+2,52+2,49+2,49+2,49+2,52+2,"ST,CF,CAM"
203588,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,58+2,55+2,55+2,55+2,58+2,56+2,51+2,51+2,51+2,56+2,"RM,LM"
199748,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,62+2,63+2,63+2,63+2,62+2,67+2,65+2,65+2,65+2,67+2,67+2,66+2,66+2,66+2,67+2,"LB,CB,LWB"
199236,55+2,55+2,55+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,63+2,62+2,62+2,62+2,63+2,67+2,65+2,65+2,65+2,67+2,67+2,66+2,66+2,66+2,67+2,"LB,LM"
241731,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,60+2,60+2,60+2,67+2,53+2,47+2,47+2,47+2,53+2,49+2,38+2,38+2,38+2,49+2,"RM,LM"
209987,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
190530,46+2,46+2,46+2,46+2,44+2,44+2,44+2,46+2,45+2,45+2,45+2,50+2,51+2,51+2,51+2,50+2,63+2,63+2,63+2,63+2,63+2,66+2,68+2,68+2,68+2,66+2,CB
237122,53+2,53+2,53+2,60+2,57+2,57+2,57+2,60+2,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,68+2,64+2,64+2,64+2,68+2,67+2,64+2,64+2,64+2,67+2,RB
232514,63+2,63+2,63+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2,52+2,50+2,50+2,50+2,52+2,49+2,42+2,42+2,42+2,49+2,"RM,LM"
230978,67+2,67+2,67+2,64+2,64+2,64+2,64+2,64+2,62+2,62+2,62+2,63+2,55+2,55+2,55+2,63+2,46+2,44+2,44+2,44+2,46+2,44+2,42+2,42+2,42+2,44+2,ST
197954,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,61+2,61+2,61+2,61+2,61+2,59+2,56+2,56+2,56+2,59+2,"CAM,LW,CF"
235073,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
217153,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,65+2,65+2,62+2,62+2,62+2,65+2,"CM,CDM,LM"
206145,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
234048,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,68+2,60+2,60+2,60+2,68+2,51+2,46+2,46+2,46+2,51+2,48+2,39+2,39+2,39+2,48+2,"RM,LM,RW,LWB"
158784,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
243007,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,67+2,61+2,61+2,61+2,67+2,63+2,58+2,58+2,58+2,63+2,62+2,57+2,57+2,57+2,62+2,"RM,RW,RB,LM"
187705,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,67+2,65+2,65+2,65+2,67+2,LB
233785,45+2,45+2,45+2,43+2,43+2,43+2,43+2,43+2,44+2,44+2,44+2,45+2,48+2,48+2,48+2,45+2,57+2,60+2,60+2,60+2,57+2,60+2,68+2,68+2,68+2,60+2,CB
232505,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
187447,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,66+2,68+2,68+2,68+2,66+2,67+2,67+2,67+2,67+2,67+2,66+2,64+2,64+2,64+2,66+2,CDM
213559,62+2,62+2,62+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,64+2,67+2,67+2,67+2,64+2,65+2,68+2,68+2,68+2,65+2,65+2,67+2,67+2,67+2,65+2,"CDM,CM"
210743,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,63+2,62+2,62+2,62+2,63+2,61+2,56+2,56+2,56+2,61+2,"CAM,CM"
171574,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
222262,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,63+2,57+2,57+2,57+2,63+2,46+2,45+2,45+2,45+2,46+2,44+2,42+2,42+2,42+2,44+2,ST
214582,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
207926,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
242997,60+2,60+2,60+2,68+2,65+2,65+2,65+2,68+2,67+2,67+2,67+2,67+2,59+2,59+2,59+2,67+2,49+2,45+2,45+2,45+2,49+2,46+2,36+2,36+2,36+2,46+2,"LM,RM"
217653,57+2,57+2,57+2,58+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,60+2,64+2,64+2,64+2,60+2,65+2,67+2,67+2,67+2,65+2,65+2,67+2,67+2,67+2,65+2,"CDM,CM"
228404,62+2,62+2,62+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,68+2,56+2,52+2,52+2,52+2,56+2,53+2,43+2,43+2,43+2,53+2,"RM,LM"
226356,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,68+2,68+2,66+2,66+2,66+2,68+2,67+2,65+2,65+2,65+2,67+2,"LM,LB,LW"
171315,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,67+2,65+2,65+2,65+2,67+2,52+2,53+2,53+2,53+2,52+2,49+2,46+2,46+2,46+2,49+2,"RM,CAM,LM,ST"
233267,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
198451,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,66+2,68+2,68+2,68+2,66+2,64+2,65+2,65+2,65+2,64+2,64+2,62+2,62+2,62+2,64+2,"CM,LM,CAM"
246834,62+2,62+2,62+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,61+2,61+2,61+2,68+2,51+2,47+2,47+2,47+2,51+2,46+2,38+2,38+2,38+2,46+2,"LW,RW"
241202,68+2,68+2,68+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,58+2,58+2,58+2,65+2,47+2,45+2,45+2,45+2,47+2,45+2,40+2,40+2,40+2,45+2,ST
230194,57+2,57+2,57+2,59+2,55+2,55+2,55+2,59+2,54+2,54+2,54+2,59+2,54+2,54+2,54+2,59+2,67+2,59+2,59+2,59+2,67+2,67+2,60+2,60+2,60+2,67+2,RB
205618,52+2,52+2,52+2,58+2,55+2,55+2,55+2,58+2,57+2,57+2,57+2,62+2,62+2,62+2,62+2,62+2,68+2,67+2,67+2,67+2,68+2,68+2,67+2,67+2,67+2,68+2,"CDM,RB,CB,CM"
203570,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,63+2,61+2,61+2,61+2,63+2,61+2,57+2,57+2,57+2,61+2,"LM,RM,RB"
177969,47+2,47+2,47+2,45+2,45+2,45+2,45+2,45+2,47+2,47+2,47+2,47+2,53+2,53+2,53+2,47+2,57+2,62+2,62+2,62+2,57+2,59+2,68+2,68+2,68+2,59+2,CB
230193,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2,RB
217649,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
225584,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,67+2,62+2,62+2,62+2,67+2,57+2,55+2,55+2,55+2,57+2,56+2,51+2,51+2,51+2,56+2,RM
240943,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,69+2,64+2,64+2,64+2,69+2,57+2,55+2,55+2,55+2,57+2,54+2,49+2,49+2,49+2,54+2,RW
231726,70+2,70+2,70+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,68+2,63+2,63+2,63+2,68+2,57+2,54+2,54+2,54+2,57+2,55+2,51+2,51+2,51+2,55+2,"LM,ST,RW"
230190,58+2,58+2,58+2,59+2,58+2,58+2,58+2,59+2,58+2,58+2,58+2,61+2,62+2,62+2,62+2,61+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,LB
148526,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
171565,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,63+2,52+2,53+2,53+2,53+2,52+2,51+2,52+2,52+2,52+2,51+2,ST
157741,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,65+2,68+2,68+2,68+2,65+2,65+2,68+2,68+2,68+2,65+2,65+2,66+2,66+2,66+2,65+2,"CM,CAM,CDM"
233260,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,66+2,58+2,58+2,58+2,66+2,50+2,46+2,46+2,46+2,50+2,47+2,43+2,43+2,43+2,47+2,"ST,LM,RM"
224812,61+2,61+2,61+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,61+2,61+2,61+2,67+2,53+2,49+2,49+2,49+2,53+2,49+2,40+2,40+2,40+2,49+2,LM
220204,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,50+2,46+2,46+2,46+2,50+2,47+2,41+2,41+2,41+2,47+2,"ST,LM"
209196,46+2,46+2,46+2,50+2,47+2,47+2,47+2,50+2,49+2,49+2,49+2,53+2,52+2,52+2,52+2,53+2,63+2,62+2,62+2,62+2,63+2,65+2,68+2,68+2,68+2,65+2,"CB,RB"
204332,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,"RB,LB"
194091,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,64+2,64+2,64+2,68+2,60+2,57+2,57+2,57+2,60+2,58+2,53+2,53+2,53+2,58+2,"LM,RM"
210475,57+2,57+2,57+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,66+2,68+2,68+2,68+2,66+2,66+2,68+2,68+2,68+2,66+2,"CDM,CM,CB"
206379,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
188202,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
224810,44+2,44+2,44+2,42+2,42+2,42+2,42+2,42+2,43+2,43+2,43+2,45+2,50+2,50+2,50+2,45+2,59+2,63+2,63+2,63+2,59+2,61+2,68+2,68+2,68+2,61+2,"CB,CDM"
204842,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
138026,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
45605,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,67+2,67+2,67+2,64+2,63+2,66+2,66+2,66+2,63+2,62+2,64+2,64+2,64+2,62+2,"CM,CDM"
169509,48+2,48+2,48+2,43+2,45+2,45+2,45+2,43+2,45+2,45+2,45+2,44+2,51+2,51+2,51+2,44+2,56+2,62+2,62+2,62+2,56+2,59+2,68+2,68+2,68+2,59+2,CB
198437,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,63+2,54+2,54+2,54+2,63+2,48+2,43+2,43+2,43+2,48+2,46+2,40+2,40+2,40+2,46+2,ST
